component_id,batch_id,component_family,measurement_name,as_of_hour,last_observed_hour,n_observations,initial_value,current_value,delta,percent_change,slope,acceleration,variability,upper_limit,delta_fraction_of_limit,slope_fraction_per_hour,acceleration_fraction_per_hour2,variability_fraction_of_limit,limit_fraction,distance_to_upper_limit,distance_fraction_to_upper_limit,temperature_c,humidity_pct,test_condition,data_source,current_batch_robust_z,slope_batch_robust_z,robust_deviation_score,robust_anomaly_score,is_robust_anomaly,model_anomaly_score,is_model_anomaly,anomaly_score,is_anomaly,reason_codes,flag_fixed_limit,flag_robust_mad,flag_isolation_forest,flag_combined,scenario,is_defect,is_tester_fault,defect_onset_hour,first_exceedance_hour,is_true_anomaly,is_detectable_by_as_of,is_future_limit_failure,is_early_future_failure
B03-C019,B03,Digital IC,leakage_ua,96.0,96.0,7,10.793622789425848,11.33072572184108,0.5371029324152321,0.049761136079483334,0.0048319373036800175,-0.0004973282626643075,0.18531910451856476,50.0,0.010742058648304641,9.663874607360035e-05,-9.94656525328615e-06,0.0037063820903712953,0.2266145144368216,38.66927427815892,0.7733854855631784,126.51613976302262,13.395893655209715,dynamic_burn_in,synthetic,-0.11574689752776923,-0.03831045045187933,0.11574689752776923,0.03279123515729838,False,3.978962535821408e-12,False,0.03279123515729838,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C020,B03,Digital IC,leakage_ua,96.0,96.0,7,10.9345406150155,11.163762388405745,0.22922177339024508,0.02096309131409451,0.0015521351379209534,-0.00017895999992644117,0.08486439547575954,50.0,0.004584435467804901,3.104270275841907e-05,-3.5791999985288236e-06,0.0016972879095151908,0.22327524776811492,38.83623761159426,0.7767247522318851,126.38777142435164,14.66841871617481,dynamic_burn_in,synthetic,-0.2193080894707907,-0.20946420118601566,0.2193080894707907,0.03623954278673091,False,7.991959892315218e-11,False,0.03623954278673091,False,[],False,False,False,False,tester_fault,False,True,12.0,,True,True,False,False
B03-C021,B03,Digital IC,leakage_ua,96.0,96.0,7,11.366791953816954,11.559200572039995,0.19240861822304112,0.016927257840628512,0.0027928152935458033,0.00011349776590156846,0.23728298978667856,50.0,0.003848172364460822,5.585630587091607e-05,2.2699553180313692e-06,0.004745659795733571,0.2311840114407999,38.44079942796,0.7688159885592001,126.29324249697106,14.221677682237942,dynamic_burn_in,synthetic,0.025967617442469768,-0.14472033818308963,0.14472033818308963,0.033722699678728624,False,6.625567462149743e-11,False,0.033722699678728624,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C022,B03,Digital IC,leakage_ua,96.0,96.0,7,11.670459122897647,11.298802056645052,-0.3716570662525953,-0.03184596786971282,-0.0054640267191895225,-6.513520796712126e-05,0.7335814880349385,50.0,-0.007433141325051906,-0.00010928053438379044,-1.3027041593424251e-06,0.01467162976069877,0.22597604113290104,38.70119794335495,0.774023958867099,126.54328284323684,16.449149094273054,dynamic_burn_in,synthetic,-0.1355479685226241,-0.5755967777599822,0.5755967777599822,0.0509603247033807,False,0.00035697063503765773,False,0.0509603247033807,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C023,B03,Digital IC,leakage_ua,96.0,96.0,7,9.721691781958153,10.679995085828075,0.958303303869922,0.09857371796628792,0.006247587830902902,-0.0008305770715404284,0.27212173077909874,50.0,0.01916606607739844,0.00012495175661805805,-1.6611541430808567e-05,0.005442434615581975,0.2135999017165615,39.320004914171925,0.7864000982834385,126.234723028989,16.530474976809924,dynamic_burn_in,synthetic,-0.5193710880177578,0.03556409600476001,0.5193710880177578,0.04830870629196755,False,9.329492795784028e-08,False,0.04830870629196755,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C024,B03,Digital IC,leakage_ua,96.0,96.0,7,10.753751215253889,11.249682102024543,0.49593088677065467,0.046117013202536326,0.0036435017304081167,-0.0015313926712255792,0.32035368515407736,50.0,0.009918617735413093,7.287003460816234e-05,-3.0627853424511585e-05,0.006407073703081547,0.22499364204049088,38.75031789797546,0.7750063579595091,126.67634824220825,15.035328189386176,dynamic_burn_in,synthetic,-0.16601526301190847,-0.10032797333630734,0.16601526301190847,0.034423537380685966,False,6.625567462149743e-11,False,0.034423537380685966,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C025,B03,Digital IC,leakage_ua,96.0,96.0,7,10.69419007766952,11.06324190711052,0.3690518294410001,0.034509563301256,0.0024169150581448843,-9.716887391005245e-05,0.20537589966720896,50.0,0.007381036588820003,4.8338301162897684e-05,-1.943377478201049e-06,0.004107517993344179,0.2212648381422104,38.93675809288948,0.7787351618577896,126.39837969297271,13.096358463770517,dynamic_burn_in,synthetic,-0.28165723310268587,-0.1643363796207055,0.28165723310268587,0.03848125699471355,False,3.0988191387122225e-12,False,0.03848125699471355,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C026,B03,Digital IC,leakage_ua,96.0,96.0,7,11.379663994066672,12.011135443929046,0.6314714498623744,0.05549122102301281,0.007114000693050995,0.0004053762576833405,0.2844866515141573,50.0,0.012629428997247488,0.0001422800138610199,8.10752515366681e-06,0.005689733030283146,0.2402227088785809,37.98886455607095,0.759777291121419,126.47075755558461,17.060892240798157,dynamic_burn_in,synthetic,0.30628613439142344,0.08077713128752217,0.30628613439142344,0.03940296763912786,False,1.4307241713870521e-08,False,0.03940296763912786,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C027,B03,Digital IC,leakage_ua,96.0,96.0,7,11.4236936438204,12.420057133143741,0.9963634893233415,0.08721903093596355,0.00749015342201786,9.644067847759674e-05,0.4302836410516276,50.0,0.01992726978646683,0.0001498030684403572,1.9288135695519348e-06,0.008605672821032551,0.24840114266287483,37.57994286685626,0.7515988573371252,126.13445072992987,14.65404223916865,dynamic_burn_in,synthetic,0.5599251620455349,0.10040634889207249,0.5599251620455349,0.05020770428077757,False,1.1478768127080351e-05,False,0.05020770428077757,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C028,B03,Digital IC,leakage_ua,96.0,96.0,7,10.29811587795127,10.984267604539685,0.686151726588415,0.06662886053336191,0.007346412522416592,-0.0008783176952182383,0.31631043665425,50.0,0.013723034531768298,0.00014692825044833183,-1.7566353904364765e-05,0.0063262087330850005,0.2196853520907937,39.01573239546032,0.7803146479092063,126.5073878493119,14.332971157901854,dynamic_burn_in,synthetic,-0.3306420774923199,0.09290534948500542,0.3306420774923199,0.04033526183516332,False,1.493094675974231e-10,False,0.04033526183516332,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C029,B03,Digital IC,leakage_ua,96.0,96.0,7,12.663421488402113,53.027032347780704,40.36361085937859,3.1874174682052474,0.5295716865509386,-0.0005617728633352002,19.744156252635108,50.0,0.8072722171875718,0.01059143373101877,-1.1235457266704004e-05,0.3948831250527022,1.060540646955614,-3.027032347780704,-0.06054064695561408,126.7523500134013,16.961653359047602,dynamic_burn_in,synthetic,25.746932799607126,27.34479734201858,27.34479734201858,0.9999999999559104,True,0.9046505351008904,True,0.9999999999559104,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components', 'Current value has used at least 80% of the safety limit']",True,True,True,True,sudden_step,True,False,48.0,48.0,True,True,True,False
B03-C030,B03,Digital IC,leakage_ua,96.0,96.0,7,11.209433642981953,35.58257833980032,24.37314469681837,2.1743422079203802,0.3201453656867678,-0.0008700187962179313,11.941884000454642,50.0,0.4874628939363674,0.0064029073137353565,-1.7400375924358624e-05,0.23883768000909286,0.7116515667960064,14.417421660199679,0.28834843320399356,126.72089548999291,14.658735636709876,dynamic_burn_in,synthetic,14.926781975526055,16.41605880633378,16.41605880633378,0.9999975417510357,True,0.5156199157230156,True,0.9999975417510357,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components']",False,True,True,True,sudden_step,True,False,48.0,,True,True,False,False
B03-C031,B03,Digital IC,leakage_ua,96.0,96.0,7,10.43262716009344,10.653598638916197,0.22097147882275614,0.021180808576003688,0.00021118958094804819,-0.0007395228864370073,0.34316646413575064,50.0,0.004419429576455123,4.223791618960964e-06,-1.4790457728740145e-05,0.0068633292827150125,0.21307197277832393,39.34640136108381,0.7869280272216761,126.75117504064644,12.70705813514807,dynamic_burn_in,synthetic,-0.5357438295593223,-0.2794403308447605,0.5357438295593223,0.04906703389273787,False,6.691586086815025e-10,False,0.04906703389273787,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C032,B03,Digital IC,leakage_ua,96.0,96.0,7,11.007058614922922,11.367514330022786,0.36045571509986374,0.03274768743496764,0.0018474912150759561,-0.0005460312772289258,0.2150108640439046,50.0,0.007209114301997274,3.694982430151912e-05,-1.0920625544578515e-05,0.004300217280878092,0.22735028660045573,38.632485669977214,0.7726497133995442,126.3051610296475,14.472136372753052,dynamic_burn_in,synthetic,-0.09292828199804413,-0.1940512897199059,0.1940512897199059,0.03536767638886347,False,2.2671445131627192e-12,False,0.03536767638886347,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C033,B03,Digital IC,leakage_ua,96.0,96.0,7,10.403675762444164,10.42311000172374,0.019434239279576104,0.0018680166244445092,-0.0015827713547344013,-0.0007820742664739355,0.15211406175086306,50.0,0.0003886847855915221,-3.165542709468803e-05,-1.5641485329478708e-05,0.0030422812350172613,0.2084622000344748,39.57688999827626,0.7915377999655252,126.40269712711353,16.3879589602836,dynamic_burn_in,synthetic,-0.6787074222586625,-0.3730566916173961,0.6787074222586625,0.05618435185318776,False,2.123378462433771e-06,False,0.05618435185318776,False,[],False,False,False,False,tester_fault,False,True,12.0,,True,True,False,False
B03-C034,B03,Digital IC,leakage_ua,96.0,96.0,7,9.887653458082768,10.391447849957657,0.5037943918748891,0.050951865779949736,0.004720833958099943,0.00028883032568249097,0.18532284244510733,50.0,0.010075887837497782,9.441667916199886e-05,5.776606513649819e-06,0.0037064568489021464,0.20782895699915316,39.60855215004234,0.7921710430008468,126.80859070125909,16.94329761402896,dynamic_burn_in,synthetic,-0.6983462861272158,-0.044108286221873017,0.6983462861272158,0.05723487771074368,False,1.3307807972979892e-09,False,0.05723487771074368,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C035,B03,Digital IC,leakage_ua,96.0,96.0,7,10.511558512846182,25.97780972119669,15.466251208350506,1.4713566203764352,0.14883893426677836,0.003117941339722752,5.311796300834661,50.0,0.30932502416701013,0.002976778685335567,6.235882679445505e-05,0.10623592601669322,0.5195561944239337,24.02219027880331,0.48044380557606625,126.17650133576619,13.56897102897684,dynamic_burn_in,synthetic,8.96929858073771,7.476575026334001,8.96929858073771,0.9958034978115758,True,0.0953494648991093,False,0.9958034978115758,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components', 'The rate of change is accelerating']",False,True,False,True,accelerating_drift,True,False,0.0,144.0,True,True,True,True
B03-C036,B03,Digital IC,leakage_ua,96.0,96.0,7,10.60525776541306,11.475469593509857,0.8702118280967959,0.08205475504186412,0.1568820265014497,-0.01582259161710469,11.978004818770403,50.0,0.017404236561935918,0.003137640530028994,-0.00031645183234209383,0.23956009637540807,0.22950939187019714,38.52453040649014,0.7704906081298029,126.57150399029928,16.06118838416456,dynamic_burn_in,synthetic,-0.025967617442469768,7.896297111353727,7.896297111353727,0.987827119220443,True,0.7431680086124811,True,0.987827119220443,True,['Drift is unusually faster than comparable components'],False,True,True,True,intermittent,True,False,72.0,120.0,True,True,True,True
B03-C037,B03,Digital IC,leakage_ua,96.0,96.0,7,10.709388846892127,11.746072655526262,1.0366838086341357,0.09680139767592641,0.008419576692851673,-0.0014172217310841654,0.3745245992855091,50.0,0.020733676172682715,0.00016839153385703347,-2.8344434621683307e-05,0.007490491985710181,0.23492145311052526,38.25392734447374,0.7650785468894747,126.24877125505945,15.97389597889849,dynamic_burn_in,synthetic,0.1418774720705758,0.14890752999486034,0.14890752999486034,0.03385940803907807,False,1.1365637106678661e-06,False,0.03385940803907807,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C038,B03,Digital IC,leakage_ua,96.0,96.0,7,12.374394473782537,12.423652418470548,0.04925794468801037,0.003980634752865889,0.007057254299071613,0.0010250409744019691,0.847327387164763,50.0,0.0009851588937602074,0.00014114508598143225,2.0500819488039382e-05,0.016946547743295258,0.24847304836941095,37.576347581529454,0.7515269516305891,126.09174949701377,17.621962214978357,dynamic_burn_in,synthetic,0.5621551848065715,0.07781586786998905,0.5621551848065715,0.05031415386229256,False,0.00027803096387751504,False,0.05031415386229256,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C039,B03,Digital IC,leakage_ua,96.0,96.0,7,10.415712310956735,11.280037794472477,0.8643254835157421,0.08298284915247908,0.00899359114780972,-0.0007379216615917098,0.6258387912843725,50.0,0.017286509670314844,0.0001798718229561944,-1.4758433231834196e-05,0.01251677582568745,0.22560075588944956,38.71996220552752,0.7743992441105505,126.42315679756537,14.478071612182488,dynamic_burn_in,synthetic,-0.14718674762783263,0.17886199736101724,0.17886199736101724,0.034853107709545326,False,1.5229979512760296e-08,False,0.034853107709545326,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C040,B03,Digital IC,leakage_ua,96.0,96.0,7,10.803022417769366,44.31838741821854,33.51536500044918,3.102406317820963,0.3420499365885269,-0.0017537134882900523,11.533433972956727,50.0,0.6703073000089836,0.0068409987317705374,-3.507426976580104e-05,0.23066867945913455,0.8863677483643708,5.681612581781458,0.11363225163562916,126.47295630315928,14.732116726933008,dynamic_burn_in,synthetic,20.34528184692473,17.559130637677065,20.34528184692473,0.9999999516733126,True,0.7431680086124811,True,0.9999999516733126,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components', 'Current value has used at least 80% of the safety limit']",False,True,True,True,gradual_drift,True,False,0.0,120.0,True,True,True,True
B03-C041,B03,Digital IC,leakage_ua,96.0,96.0,7,10.695298006456351,11.806205624672888,1.1109076182165367,0.10386878584831609,0.009410555086078113,-0.0005972188402376331,0.3702408862267739,50.0,0.022218152364330734,0.00018821110172156225,-1.1944376804752662e-05,0.007404817724535479,0.23612411249345777,38.193794375327116,0.7638758875065423,126.3397729400913,13.835459471697662,dynamic_burn_in,synthetic,0.1791757329028522,0.20062091401170976,0.20062091401170976,0.0355924964177316,False,1.2878952156558145e-06,False,0.0355924964177316,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C042,B03,Digital IC,leakage_ua,96.0,96.0,7,10.362820327462089,10.885561885886787,0.5227415584246984,0.05044394690887405,0.003254952371806923,-0.00122512804344614,0.5823088347373656,50.0,0.010454831168493968,6.509904743613847e-05,-2.4502560868922798e-05,0.011646176694747313,0.21771123771773573,39.11443811411321,0.7822887622822643,126.63718725718614,15.65460101328124,dynamic_burn_in,synthetic,-0.3918655908527885,-0.12060409875759366,0.3918655908527885,0.042772962797063656,False,4.320412697441966e-10,False,0.042772962797063656,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C043,B03,Digital IC,leakage_ua,96.0,96.0,7,9.362691504600908,9.17062088557627,-0.19207061902463884,-0.020514466265416698,-0.0004198978690201532,0.00023179079133567857,0.7075846043600207,50.0,-0.003841412380492777,-8.397957380403065e-06,4.635815826713571e-06,0.014151692087200414,0.1834124177115254,40.82937911442373,0.8165875822884746,126.45973542846156,14.472864353658508,dynamic_burn_in,synthetic,-1.4555801828527108,-0.3123731050318589,1.4555801828527108,0.11461744319071526,False,0.009708476481474066,False,0.11461744319071526,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C044,B03,Digital IC,leakage_ua,96.0,96.0,7,8.756618617357937,21.467445858154356,12.71082724079642,1.4515679848840504,0.1244536281958163,0.0016913347879903094,4.355115834534673,50.0,0.25421654481592837,0.002489072563916326,3.3826695759806184e-05,0.08710231669069346,0.4293489171630871,28.532554141845644,0.5706510828369129,126.38422763920957,15.62830255662147,dynamic_burn_in,synthetic,6.171686385636793,6.204048091503122,6.204048091503122,0.9372650903956041,True,0.43782349911420215,False,0.9372650903956041,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components', 'The rate of change is accelerating']",False,True,False,True,accelerating_drift,True,False,0.0,168.0,True,True,True,True
