method,component_id,batch_id,scenario,is_defect,is_tester_fault,anomaly_onset_hour,first_flag_hour,first_exceedance_hour,lead_hours
fixed_limit,B04-C001,B04,intermittent,True,False,24.0,24.0,24.0,0.0
fixed_limit,B04-C002,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C003,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C004,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C005,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C006,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C007,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C008,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C009,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C010,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C011,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C012,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C013,B04,sudden_step,True,False,96.0,96.0,96.0,0.0
fixed_limit,B04-C014,B04,sudden_step,True,False,96.0,96.0,96.0,0.0
fixed_limit,B04-C015,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C016,B04,accelerating_drift,True,False,0.0,,168.0,
fixed_limit,B04-C017,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C018,B04,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B04-C019,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C020,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C021,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C022,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C023,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C024,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C025,B04,gradual_drift,True,False,0.0,,,
fixed_limit,B04-C026,B04,tester_fault,False,True,120.0,,,
fixed_limit,B04-C027,B04,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B04-C028,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C029,B04,gradual_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B04-C030,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C031,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C032,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C033,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C034,B04,gradual_drift,True,False,0.0,,,
fixed_limit,B04-C035,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C036,B04,tester_fault,False,True,96.0,,,
fixed_limit,B04-C037,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C038,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C039,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C040,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C041,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C042,B04,sudden_step,True,False,48.0,48.0,48.0,0.0
fixed_limit,B04-C043,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C044,B04,ordinary_noise,False,False,,,,
fixed_limit,B04-C045,B04,intermittent,True,False,24.0,24.0,24.0,0.0
fixed_limit,B04-C046,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C047,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C048,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C049,B04,healthy_stable,False,False,,,,
fixed_limit,B04-C050,B04,gradual_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B05-C001,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C002,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C003,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C004,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C005,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C006,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C007,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C008,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C009,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C010,B05,sudden_step,True,False,6.0,6.0,6.0,0.0
fixed_limit,B05-C011,B05,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B05-C012,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C013,B05,gradual_drift,True,False,0.0,,168.0,
fixed_limit,B05-C014,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C015,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C016,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C017,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C018,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C019,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C020,B05,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B05-C021,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C022,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C023,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C024,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C025,B05,gradual_drift,True,False,0.0,120.0,120.0,0.0
fixed_limit,B05-C026,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C027,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C028,B05,tester_fault,False,True,96.0,,,
fixed_limit,B05-C029,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C030,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C031,B05,sudden_step,True,False,72.0,72.0,72.0,0.0
fixed_limit,B05-C032,B05,intermittent,True,False,12.0,,,
fixed_limit,B05-C033,B05,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B05-C034,B05,gradual_drift,True,False,0.0,120.0,120.0,0.0
fixed_limit,B05-C035,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C036,B05,sudden_step,True,False,48.0,48.0,48.0,0.0
fixed_limit,B05-C037,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C038,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C039,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C040,B05,intermittent,True,False,12.0,12.0,12.0,0.0
fixed_limit,B05-C041,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C042,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C043,B05,tester_fault,False,True,120.0,,,
fixed_limit,B05-C044,B05,ordinary_noise,False,False,,,,
fixed_limit,B05-C045,B05,gradual_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B05-C046,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C047,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C048,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C049,B05,healthy_stable,False,False,,,,
fixed_limit,B05-C050,B05,ordinary_noise,False,False,,,,
fixed_limit,B08-C001,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C002,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C003,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C004,B08,tester_fault,False,True,120.0,,,
fixed_limit,B08-C005,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C006,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C007,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C008,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C009,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C010,B08,intermittent,True,False,72.0,72.0,72.0,0.0
fixed_limit,B08-C011,B08,gradual_drift,True,False,0.0,,168.0,
fixed_limit,B08-C012,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C013,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C014,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C015,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C016,B08,gradual_drift,True,False,0.0,,168.0,
fixed_limit,B08-C017,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C018,B08,sudden_step,True,False,72.0,72.0,72.0,0.0
fixed_limit,B08-C019,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C020,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C021,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C022,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C023,B08,tester_fault,False,True,6.0,,,
fixed_limit,B08-C024,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C025,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C026,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C027,B08,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B08-C028,B08,intermittent,True,False,12.0,12.0,12.0,0.0
fixed_limit,B08-C029,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C030,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C031,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C032,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C033,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C034,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C035,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C036,B08,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B08-C037,B08,ordinary_noise,False,False,,,,
fixed_limit,B08-C038,B08,accelerating_drift,True,False,0.0,144.0,144.0,0.0
fixed_limit,B08-C039,B08,sudden_step,True,False,24.0,,,
fixed_limit,B08-C040,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C041,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C042,B08,sudden_step,True,False,120.0,120.0,120.0,0.0
fixed_limit,B08-C043,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C044,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C045,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C046,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C047,B08,gradual_drift,True,False,0.0,,168.0,
fixed_limit,B08-C048,B08,healthy_stable,False,False,,,,
fixed_limit,B08-C049,B08,gradual_drift,True,False,0.0,120.0,120.0,0.0
fixed_limit,B08-C050,B08,ordinary_noise,False,False,,,,
robust_mad,B01-C001,B01,healthy_stable,False,False,,,,
robust_mad,B01-C002,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C003,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C004,B01,healthy_stable,False,False,,,,
robust_mad,B01-C005,B01,intermittent,True,False,72.0,72.0,96.0,24.0
robust_mad,B01-C006,B01,healthy_stable,False,False,,,,
robust_mad,B01-C007,B01,sudden_step,True,False,12.0,12.0,,
robust_mad,B01-C008,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C009,B01,healthy_stable,False,False,,,,
robust_mad,B01-C010,B01,accelerating_drift,True,False,0.0,72.0,144.0,72.0
robust_mad,B01-C011,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C012,B01,tester_fault,False,True,48.0,,,
robust_mad,B01-C013,B01,healthy_stable,False,False,,,,
robust_mad,B01-C014,B01,healthy_stable,False,False,,,,
robust_mad,B01-C015,B01,tester_fault,False,True,12.0,12.0,,
robust_mad,B01-C016,B01,healthy_stable,False,False,,,,
robust_mad,B01-C017,B01,sudden_step,True,False,6.0,6.0,6.0,0.0
robust_mad,B01-C018,B01,healthy_stable,False,False,,,,
robust_mad,B01-C019,B01,accelerating_drift,True,False,0.0,48.0,120.0,72.0
robust_mad,B01-C020,B01,healthy_stable,False,False,,,,
robust_mad,B01-C021,B01,gradual_drift,True,False,0.0,12.0,120.0,108.0
robust_mad,B01-C022,B01,gradual_drift,True,False,0.0,24.0,120.0,96.0
robust_mad,B01-C023,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C024,B01,healthy_stable,False,False,,,,
robust_mad,B01-C025,B01,sudden_step,True,False,144.0,144.0,,
robust_mad,B01-C026,B01,healthy_stable,False,False,,,,
robust_mad,B01-C027,B01,healthy_stable,False,False,,,,
robust_mad,B01-C028,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C029,B01,healthy_stable,False,False,,,,
robust_mad,B01-C030,B01,healthy_stable,False,False,,,,
robust_mad,B01-C031,B01,healthy_stable,False,False,,,,
robust_mad,B01-C032,B01,healthy_stable,False,False,,,,
robust_mad,B01-C033,B01,healthy_stable,False,False,,,,
robust_mad,B01-C034,B01,healthy_stable,False,False,,,,
robust_mad,B01-C035,B01,intermittent,True,False,96.0,96.0,120.0,24.0
robust_mad,B01-C036,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C037,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C038,B01,healthy_stable,False,False,,,,
robust_mad,B01-C039,B01,healthy_stable,False,False,,,,
robust_mad,B01-C040,B01,healthy_stable,False,False,,,,
robust_mad,B01-C041,B01,healthy_stable,False,False,,,,
robust_mad,B01-C042,B01,healthy_stable,False,False,,,,
robust_mad,B01-C043,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C044,B01,accelerating_drift,True,False,0.0,48.0,144.0,96.0
robust_mad,B01-C045,B01,healthy_stable,False,False,,,,
robust_mad,B01-C046,B01,healthy_stable,False,False,,,,
robust_mad,B01-C047,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C048,B01,gradual_drift,True,False,0.0,12.0,120.0,108.0
robust_mad,B01-C049,B01,ordinary_noise,False,False,,,,
robust_mad,B01-C050,B01,gradual_drift,True,False,0.0,12.0,120.0,108.0
robust_mad,B04-C001,B04,intermittent,True,False,24.0,24.0,24.0,0.0
robust_mad,B04-C002,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C003,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C004,B04,healthy_stable,False,False,,,,
robust_mad,B04-C005,B04,healthy_stable,False,False,,,,
robust_mad,B04-C006,B04,healthy_stable,False,False,,,,
robust_mad,B04-C007,B04,healthy_stable,False,False,,,,
robust_mad,B04-C008,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C009,B04,healthy_stable,False,False,,,,
robust_mad,B04-C010,B04,healthy_stable,False,False,,,,
robust_mad,B04-C011,B04,healthy_stable,False,False,,,,
robust_mad,B04-C012,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C013,B04,sudden_step,True,False,96.0,96.0,96.0,0.0
robust_mad,B04-C014,B04,sudden_step,True,False,96.0,96.0,96.0,0.0
robust_mad,B04-C015,B04,healthy_stable,False,False,,,,
robust_mad,B04-C016,B04,accelerating_drift,True,False,0.0,96.0,168.0,72.0
robust_mad,B04-C017,B04,ordinary_noise,False,False,,6.0,,
robust_mad,B04-C018,B04,accelerating_drift,True,False,0.0,96.0,144.0,48.0
robust_mad,B04-C019,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C020,B04,healthy_stable,False,False,,,,
robust_mad,B04-C021,B04,healthy_stable,False,False,,,,
robust_mad,B04-C022,B04,healthy_stable,False,False,,,,
robust_mad,B04-C023,B04,ordinary_noise,False,False,,12.0,,
robust_mad,B04-C024,B04,healthy_stable,False,False,,,,
robust_mad,B04-C025,B04,gradual_drift,True,False,0.0,12.0,,
robust_mad,B04-C026,B04,tester_fault,False,True,120.0,,,
robust_mad,B04-C027,B04,accelerating_drift,True,False,0.0,72.0,144.0,72.0
robust_mad,B04-C028,B04,healthy_stable,False,False,,,,
robust_mad,B04-C029,B04,gradual_drift,True,False,0.0,12.0,144.0,132.0
robust_mad,B04-C030,B04,healthy_stable,False,False,,,,
robust_mad,B04-C031,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C032,B04,healthy_stable,False,False,,,,
robust_mad,B04-C033,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C034,B04,gradual_drift,True,False,0.0,12.0,,
robust_mad,B04-C035,B04,healthy_stable,False,False,,,,
robust_mad,B04-C036,B04,tester_fault,False,True,96.0,96.0,,
robust_mad,B04-C037,B04,healthy_stable,False,False,,,,
robust_mad,B04-C038,B04,healthy_stable,False,False,,,,
robust_mad,B04-C039,B04,healthy_stable,False,False,,,,
robust_mad,B04-C040,B04,healthy_stable,False,False,,,,
robust_mad,B04-C041,B04,ordinary_noise,False,False,,6.0,,
robust_mad,B04-C042,B04,sudden_step,True,False,48.0,48.0,48.0,0.0
robust_mad,B04-C043,B04,healthy_stable,False,False,,,,
robust_mad,B04-C044,B04,ordinary_noise,False,False,,,,
robust_mad,B04-C045,B04,intermittent,True,False,24.0,24.0,24.0,0.0
robust_mad,B04-C046,B04,healthy_stable,False,False,,,,
robust_mad,B04-C047,B04,healthy_stable,False,False,,,,
robust_mad,B04-C048,B04,healthy_stable,False,False,,,,
robust_mad,B04-C049,B04,healthy_stable,False,False,,,,
robust_mad,B04-C050,B04,gradual_drift,True,False,0.0,6.0,144.0,138.0
robust_mad,B05-C001,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C002,B05,healthy_stable,False,False,,,,
robust_mad,B05-C003,B05,healthy_stable,False,False,,,,
robust_mad,B05-C004,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C005,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C006,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C007,B05,healthy_stable,False,False,,,,
robust_mad,B05-C008,B05,healthy_stable,False,False,,,,
robust_mad,B05-C009,B05,healthy_stable,False,False,,,,
robust_mad,B05-C010,B05,sudden_step,True,False,6.0,6.0,6.0,0.0
robust_mad,B05-C011,B05,accelerating_drift,True,False,0.0,48.0,144.0,96.0
robust_mad,B05-C012,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C013,B05,gradual_drift,True,False,0.0,24.0,168.0,144.0
robust_mad,B05-C014,B05,healthy_stable,False,False,,,,
robust_mad,B05-C015,B05,healthy_stable,False,False,,,,
robust_mad,B05-C016,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C017,B05,healthy_stable,False,False,,,,
robust_mad,B05-C018,B05,healthy_stable,False,False,,,,
robust_mad,B05-C019,B05,healthy_stable,False,False,,,,
robust_mad,B05-C020,B05,accelerating_drift,True,False,0.0,72.0,144.0,72.0
robust_mad,B05-C021,B05,healthy_stable,False,False,,,,
robust_mad,B05-C022,B05,healthy_stable,False,False,,,,
robust_mad,B05-C023,B05,healthy_stable,False,False,,,,
robust_mad,B05-C024,B05,healthy_stable,False,False,,,,
robust_mad,B05-C025,B05,gradual_drift,True,False,0.0,24.0,120.0,96.0
robust_mad,B05-C026,B05,healthy_stable,False,False,,,,
robust_mad,B05-C027,B05,healthy_stable,False,False,,,,
robust_mad,B05-C028,B05,tester_fault,False,True,96.0,,,
robust_mad,B05-C029,B05,healthy_stable,False,False,,,,
robust_mad,B05-C030,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C031,B05,sudden_step,True,False,72.0,72.0,72.0,0.0
robust_mad,B05-C032,B05,intermittent,True,False,12.0,12.0,,
robust_mad,B05-C033,B05,accelerating_drift,True,False,0.0,72.0,144.0,72.0
robust_mad,B05-C034,B05,gradual_drift,True,False,0.0,24.0,120.0,96.0
robust_mad,B05-C035,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C036,B05,sudden_step,True,False,48.0,48.0,48.0,0.0
robust_mad,B05-C037,B05,healthy_stable,False,False,,,,
robust_mad,B05-C038,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C039,B05,healthy_stable,False,False,,,,
robust_mad,B05-C040,B05,intermittent,True,False,12.0,12.0,12.0,0.0
robust_mad,B05-C041,B05,healthy_stable,False,False,,,,
robust_mad,B05-C042,B05,healthy_stable,False,False,,,,
robust_mad,B05-C043,B05,tester_fault,False,True,120.0,,,
robust_mad,B05-C044,B05,ordinary_noise,False,False,,,,
robust_mad,B05-C045,B05,gradual_drift,True,False,0.0,24.0,144.0,120.0
robust_mad,B05-C046,B05,healthy_stable,False,False,,,,
robust_mad,B05-C047,B05,healthy_stable,False,False,,,,
robust_mad,B05-C048,B05,healthy_stable,False,False,,,,
robust_mad,B05-C049,B05,healthy_stable,False,False,,,,
robust_mad,B05-C050,B05,ordinary_noise,False,False,,,,
robust_mad,B08-C001,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C002,B08,healthy_stable,False,False,,,,
robust_mad,B08-C003,B08,healthy_stable,False,False,,,,
robust_mad,B08-C004,B08,tester_fault,False,True,120.0,120.0,,
robust_mad,B08-C005,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C006,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C007,B08,healthy_stable,False,False,,,,
robust_mad,B08-C008,B08,healthy_stable,False,False,,,,
robust_mad,B08-C009,B08,healthy_stable,False,False,,,,
robust_mad,B08-C010,B08,intermittent,True,False,72.0,72.0,72.0,0.0
robust_mad,B08-C011,B08,gradual_drift,True,False,0.0,24.0,168.0,144.0
robust_mad,B08-C012,B08,healthy_stable,False,False,,,,
robust_mad,B08-C013,B08,healthy_stable,False,False,,,,
robust_mad,B08-C014,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C015,B08,healthy_stable,False,False,,,,
robust_mad,B08-C016,B08,gradual_drift,True,False,0.0,24.0,168.0,144.0
robust_mad,B08-C017,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C018,B08,sudden_step,True,False,72.0,72.0,72.0,0.0
robust_mad,B08-C019,B08,healthy_stable,False,False,,,,
robust_mad,B08-C020,B08,healthy_stable,False,False,,,,
robust_mad,B08-C021,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C022,B08,healthy_stable,False,False,,,,
robust_mad,B08-C023,B08,tester_fault,False,True,6.0,,,
robust_mad,B08-C024,B08,ordinary_noise,False,False,,6.0,,
robust_mad,B08-C025,B08,healthy_stable,False,False,,,,
robust_mad,B08-C026,B08,healthy_stable,False,False,,,,
robust_mad,B08-C027,B08,accelerating_drift,True,False,0.0,48.0,144.0,96.0
robust_mad,B08-C028,B08,intermittent,True,False,12.0,12.0,12.0,0.0
robust_mad,B08-C029,B08,healthy_stable,False,False,,,,
robust_mad,B08-C030,B08,healthy_stable,False,False,,,,
robust_mad,B08-C031,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C032,B08,healthy_stable,False,False,,,,
robust_mad,B08-C033,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C034,B08,healthy_stable,False,False,,,,
robust_mad,B08-C035,B08,healthy_stable,False,False,,,,
robust_mad,B08-C036,B08,accelerating_drift,True,False,0.0,96.0,144.0,48.0
robust_mad,B08-C037,B08,ordinary_noise,False,False,,,,
robust_mad,B08-C038,B08,accelerating_drift,True,False,0.0,48.0,144.0,96.0
robust_mad,B08-C039,B08,sudden_step,True,False,24.0,24.0,,
robust_mad,B08-C040,B08,healthy_stable,False,False,,,,
robust_mad,B08-C041,B08,healthy_stable,False,False,,,,
robust_mad,B08-C042,B08,sudden_step,True,False,120.0,120.0,120.0,0.0
robust_mad,B08-C043,B08,healthy_stable,False,False,,,,
robust_mad,B08-C044,B08,healthy_stable,False,False,,,,
robust_mad,B08-C045,B08,healthy_stable,False,False,,,,
robust_mad,B08-C046,B08,healthy_stable,False,False,,,,
robust_mad,B08-C047,B08,gradual_drift,True,False,0.0,24.0,168.0,144.0
robust_mad,B08-C048,B08,healthy_stable,False,False,,,,
robust_mad,B08-C049,B08,gradual_drift,True,False,0.0,24.0,120.0,96.0
robust_mad,B08-C050,B08,ordinary_noise,False,False,,,,
isolation_forest,B01-C001,B01,healthy_stable,False,False,,,,
isolation_forest,B01-C002,B01,ordinary_noise,False,False,,,,
isolation_forest,B01-C003,B01,ordinary_noise,False,False,,,,
isolation_forest,B01-C004,B01,healthy_stable,False,False,,,,
isolation_forest,B01-C005,B01,intermittent,True,False,72.0,72.0,96.0,24.0
isolation_forest,B01-C006,B01,healthy_stable,False,False,,,,
isolation_forest,B01-C007,B01,sudden_step,True,False,12.0,12.0,,
isolation_forest,B01-C008,B01,ordinary_noise,False,False,,,,
isolation_forest,B01-C009,B01,healthy_stable,False,False,,,,
isolation_forest,B01-C010,B01,accelerating_drift,True,False,0.0,,144.0,
isolation_forest,B01-C011,B01,ordinary_noise,False,False,,,,
isolation_forest,B01-C012,B01,tester_fault,False,True,48.0,,,
isolation_forest,B01-C013,B01,healthy_stable,False,False,,,,
isolation_forest,B01-C014,B01,healthy_stable,False,False,,,,
isolation_forest,B01-C015,B01,tester_fault,False,True,12.0,12.0,,
isolation_forest,B01-C016,B01,healthy_stable,False,False,,,,
