component_id,batch_id,component_family,measurement_name,profile_id,scenario,component_scenario,is_defect,is_healthy,is_tester_fault,anomaly_onset_hour,tester_fault_onset_hour,final_value,true_final_value,is_future_failure,is_observed_final_exceedance,ever_latent_exceedance,upper_limit,data_source,is_synthetic
MLCC_LOW_PREVALENCE_C000461,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0220281812188,0.0214884693933,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000516,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0278774705265,0.028832263505,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000538,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0282170174756,0.0283399220147,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000553,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0294652187528,0.0286157518603,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000580,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0340816564705,0.0345680178218,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000596,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0316788393419,0.0313068630863,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000667,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0219563133858,0.0217590521826,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000681,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0257760498878,0.0249725618181,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000687,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0311719053812,0.0315465515164,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000782,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0262626209676,0.0261914229274,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000783,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0375277576245,0.0383090265578,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000798,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0229587756024,0.0228201839574,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000819,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0304839734408,0.0305557496083,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000823,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0217882775545,0.0222930702322,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000862,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0196333976458,0.0193507663315,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000900,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0153784913432,0.0152673272795,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000904,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0314819133161,0.0312512547747,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000940,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0239380586606,0.0233314037472,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000946,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.023230270487,0.0232230384455,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000979,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.038773389541,0.0379959241563,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001001,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0214945410267,0.0212898965577,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001028,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0280208663219,0.0272006309078,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001037,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0330273644237,0.0339431366618,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001039,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.032826404096,0.0323239445392,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001081,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0221984601485,0.0223784895553,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001090,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0231853877681,0.0262453661952,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001103,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0240491234996,0.024980254701,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001153,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0224477369881,0.0227381128758,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001175,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0223426829668,0.021537373446,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001193,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,intermittent_leakage,intermittent_leakage,True,False,False,12,,0.0193922492525,0.0197457438764,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001211,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0252643494599,0.0249486387361,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001252,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0230292172123,0.0226915799141,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001257,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0229469663987,0.0239119118501,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001294,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0246553004299,0.0247910381496,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001297,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0211278335344,0.0205952970109,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001300,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.03682853417,0.0363900947617,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001336,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0195330339891,0.0197225900229,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001356,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0276024545149,0.0277729589259,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001357,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0265770061092,0.0249404862916,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001363,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0229966993836,0.0246933969811,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001375,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0195118798356,0.0199371365443,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001377,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0182638278567,0.0180396391509,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001421,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0379750149525,0.0446947684153,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001437,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0302401155274,0.0297008746669,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001449,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0286443706543,0.0297620103918,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001456,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0342755484025,0.0337992952779,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001487,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0202030304475,0.0222558588293,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001488,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0228885524702,0.0224350508154,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001513,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0304943374733,0.0301191353724,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001536,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0382333030885,0.0370364427534,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001539,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0395962814694,0.0401161383803,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001558,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0172189517889,0.0175545252461,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001572,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0641552300112,0.0650926485258,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001580,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0272709492421,0.0266781688481,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001597,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0218941150936,0.0218426641406,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001598,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0387069110436,0.0385377850791,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001660,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0220337790506,0.0220045417848,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001661,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0240006934481,0.0231539597004,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001685,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.02218593354,0.0216538626836,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001704,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0264252898338,0.025900866209,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001707,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0344316803505,0.0324309160594,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001710,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0399886603908,0.0381769141837,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001732,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.027721369421,0.0251700024408,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001745,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0433334770536,0.0421253195277,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001773,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0265180424559,0.0279653356842,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001789,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0161588083591,0.0160908795146,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001796,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0227455745535,0.0222255931399,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001807,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0248693218369,0.0248035942272,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001830,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0246830623675,0.0200424034578,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001837,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0245386024578,0.0244013910423,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001849,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0218747894795,0.0211328398487,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001859,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0152907996638,0.0227624883043,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001862,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0207793541311,0.0210564925956,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001888,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0161987356107,0.0164323552176,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001899,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0274949474228,0.0278810214588,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001912,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0389078790799,0.0336449651612,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001915,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0386177232692,0.0414081980295,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001975,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0286391006858,0.0293468490917,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001979,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,ordinary_noise,ordinary_noise,False,True,False,,,0.0242538684311,0.0330998824257,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001981,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.02387542184,0.0238798434544,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001986,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.0392650406489,0.0392459930295,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C001996,MLCC_LOW_PREVALENCE_B001,MLCC_X7R,leakage_ua,SIM_X7R_100N_50V,healthy_settling,healthy_settling,False,True,False,,,0.031390736554,0.0322331515057,False,False,False,0.25,synthetic,True
MLCC_LOW_PREVALENCE_C000020,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.141559374017,0.141754905885,False,False,False,1.3,synthetic,True
MLCC_LOW_PREVALENCE_C000031,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.110571182945,0.111030635666,False,False,False,1.3,synthetic,True
MLCC_LOW_PREVALENCE_C000047,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.0917610424209,0.0950732149971,False,False,False,1.3,synthetic,True
MLCC_LOW_PREVALENCE_C000052,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.20898580581,0.212300825986,False,False,False,1.3,synthetic,True
MLCC_LOW_PREVALENCE_C000082,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.123550401551,0.125610686815,False,False,False,1.3,synthetic,True
MLCC_LOW_PREVALENCE_C000090,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.170405954805,0.168739381343,False,False,False,1.3,synthetic,True
MLCC_LOW_PREVALENCE_C000105,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.118898058997,0.111719284593,False,False,False,1.3,synthetic,True
MLCC_LOW_PREVALENCE_C000115,MLCC_LOW_PREVALENCE_B002,MLCC_X7R,leakage_ua,SIM_X7R_4U7_16V,healthy_settling,healthy_settling,False,True,False,,,0.0952009424865,0.0961535238772,False,False,False,1.3,synthetic,True
