component_id,has_0h,has_24h
MLCC_C000672,True,True
MLCC_C000673,True,True
MLCC_C000674,True,True
MLCC_C000676,True,True
MLCC_C000678,True,True
MLCC_C000679,True,True
MLCC_C000681,True,True
MLCC_C000682,True,True
MLCC_C000684,True,True
MLCC_C000686,True,True
MLCC_C000687,True,True
MLCC_C000688,True,True
MLCC_C000690,True,True
MLCC_C000693,True,True
MLCC_C000694,True,True
MLCC_C000696,True,True
MLCC_C000699,True,True
MLCC_C000700,True,True
MLCC_C000702,True,True
MLCC_C000704,True,True
MLCC_C000705,True,True
MLCC_C000706,True,True
MLCC_C000711,True,True
MLCC_C000713,True,True
MLCC_C000714,True,True
MLCC_C000715,True,True
MLCC_C000718,True,True
MLCC_C000719,True,True
MLCC_C000721,True,True
MLCC_C000723,True,True
MLCC_C000724,True,True
MLCC_C000727,True,True
MLCC_C000728,True,True
MLCC_C000730,True,True
MLCC_C000731,True,True
MLCC_C000736,True,True
MLCC_C000737,True,True
MLCC_C000739,True,True
MLCC_C000741,True,True
MLCC_C000744,True,True
MLCC_C000745,True,True
MLCC_C000746,True,True
MLCC_C000749,True,True
MLCC_C000754,True,True
MLCC_C000755,True,True
MLCC_C000757,True,True
MLCC_C000760,True,True
MLCC_C000761,True,True
MLCC_C000762,True,True
MLCC_C000763,True,True
MLCC_C000766,True,True
MLCC_C000768,True,True
MLCC_C000769,True,True
MLCC_C000771,True,True
MLCC_C000775,True,True
MLCC_C000776,True,True
MLCC_C000777,True,True
MLCC_C000779,True,True
MLCC_C000780,True,True
MLCC_C000782,True,True
MLCC_C000783,True,True
MLCC_C000787,True,True
MLCC_C000788,True,True
MLCC_C000789,True,True
MLCC_C000792,True,True
MLCC_C000793,True,True
MLCC_C000795,True,True
MLCC_C000796,True,True
MLCC_C000797,True,True
MLCC_C000799,True,True
MLCC_C000802,True,True
MLCC_C000803,True,True
MLCC_C000805,True,True
MLCC_C000806,True,True
MLCC_C000807,True,True
MLCC_C000808,True,True
MLCC_C000809,True,True
MLCC_C000811,True,True
MLCC_C000812,True,True
MLCC_C000813,True,True
MLCC_C000814,True,True
MLCC_C000815,True,True
MLCC_C000818,True,True
MLCC_C000819,True,True
MLCC_C000822,True,True
MLCC_C000823,True,True
MLCC_C000824,True,True
MLCC_C000826,True,True
MLCC_C000827,True,True
MLCC_C000829,True,True
MLCC_C000833,True,True
MLCC_C000834,True,True
MLCC_C000835,True,True
MLCC_C000837,True,True
MLCC_C000840,True,True
MLCC_C000841,True,True
MLCC_C000842,True,True
MLCC_C000843,True,True
MLCC_C000844,True,True
MLCC_C000845,True,True
MLCC_C000846,True,True
MLCC_C000847,True,True
MLCC_C000849,True,True
MLCC_C000850,True,True
MLCC_C000852,True,True
MLCC_C000853,True,True
MLCC_C000854,True,True
MLCC_C000855,True,True
MLCC_C000860,True,True
MLCC_C000868,True,True
MLCC_C000871,True,True
MLCC_C000872,True,True
MLCC_C000875,True,True
MLCC_C000876,True,True
MLCC_C000877,True,True
MLCC_C000880,True,True
MLCC_C000882,True,True
MLCC_C000883,True,True
MLCC_C000886,True,True
MLCC_C000888,True,True
MLCC_C000890,True,True
MLCC_C000893,True,True
MLCC_C000895,True,True
MLCC_C000896,True,True
MLCC_C000898,True,True
MLCC_C000900,True,True
MLCC_C000902,True,True
MLCC_C000903,True,True
MLCC_C000905,True,True
MLCC_C000906,True,True
MLCC_C000907,True,True
MLCC_C000908,True,True
MLCC_C000909,True,True
MLCC_C000910,True,True
MLCC_C000915,True,True
MLCC_C000916,True,True
MLCC_C000918,True,True
MLCC_C000919,True,True
MLCC_C000920,True,True
MLCC_C000921,True,True
MLCC_C000922,True,True
MLCC_C000924,True,True
MLCC_C000925,True,True
MLCC_C000927,True,True
MLCC_C000929,True,True
MLCC_C000930,True,True
MLCC_C000934,True,True
MLCC_C000940,True,True
MLCC_C000945,True,True
MLCC_C000946,True,True
MLCC_C000947,True,True
MLCC_C000948,True,True
MLCC_C000951,True,True
MLCC_C000952,True,True
MLCC_C000956,True,True
MLCC_C000958,True,True
MLCC_C000959,True,True
MLCC_C000960,True,True
MLCC_C000961,True,True
MLCC_C000962,True,True
MLCC_C000964,True,True
MLCC_C000966,True,True
MLCC_C000967,True,True
MLCC_C000971,True,True
MLCC_C000972,True,True
MLCC_C000973,True,True
MLCC_C000974,True,True
MLCC_C000976,True,True
MLCC_C000977,True,True
MLCC_C000978,True,True
MLCC_C000979,True,True
MLCC_C000980,True,True
MLCC_C000981,True,True
MLCC_C000983,True,True
MLCC_C000984,True,True
MLCC_C000985,True,True
MLCC_C000986,True,True
MLCC_C000987,True,True
MLCC_C000988,True,True
MLCC_C000991,True,True
MLCC_C000992,True,True
MLCC_C000998,True,True
MLCC_C000999,True,True
MLCC_C001000,True,True
MLCC_C001001,True,True
MLCC_C001003,True,True
MLCC_C001004,True,True
MLCC_C001007,True,True
MLCC_C001010,True,True
MLCC_C001011,True,True
MLCC_C001014,True,True
MLCC_C001015,True,True
MLCC_C001018,True,True
MLCC_C001019,True,True
MLCC_C001020,True,True
MLCC_C001021,True,True
MLCC_C001022,True,True
MLCC_C001023,True,True
MLCC_C001024,True,True
MLCC_C001025,True,True
MLCC_C001029,True,True
MLCC_C001030,True,True
MLCC_C001031,True,True
MLCC_C001033,True,True
MLCC_C001035,True,True
MLCC_C001036,True,True
MLCC_C001038,True,True
MLCC_C001039,True,True
MLCC_C001040,True,True
MLCC_C001041,True,True
MLCC_C001042,True,True
MLCC_C001043,True,True
MLCC_C001044,True,True
MLCC_C001047,True,True
MLCC_C001049,True,True
MLCC_C001050,True,True
MLCC_C001051,True,True
MLCC_C001056,True,True
MLCC_C001057,True,True
MLCC_C001058,True,True
MLCC_C001059,True,True
MLCC_C001061,True,True
MLCC_C001062,True,True
MLCC_C001063,True,True
MLCC_C001064,True,True
MLCC_C001065,True,True
MLCC_C001067,True,True
MLCC_C001069,True,True
MLCC_C001072,True,True
MLCC_C001073,True,True
MLCC_C001076,True,True
MLCC_C001079,True,True
MLCC_C001080,True,True
MLCC_C001081,True,True
MLCC_C001084,True,True
MLCC_C001086,True,True
MLCC_C001089,True,True
MLCC_C001090,True,True
MLCC_C001092,True,True
MLCC_C001094,True,True
MLCC_C001097,True,True
MLCC_C001098,True,True
MLCC_C001101,True,True
MLCC_C001104,True,True
MLCC_C001105,True,True
MLCC_C001110,True,True
MLCC_C001112,True,True
MLCC_C001113,True,True
MLCC_C001115,True,True
MLCC_C001118,True,True
MLCC_C001121,True,True
MLCC_C001122,True,True
MLCC_C001123,True,True
MLCC_C001124,True,True
MLCC_C001125,True,True
MLCC_C001126,True,True
MLCC_C001127,True,True
MLCC_C001132,True,True
MLCC_C001133,True,True
MLCC_C001135,True,True
MLCC_C001137,True,True
MLCC_C001138,True,True
MLCC_C001139,True,True
MLCC_C001140,True,True
MLCC_C001142,True,True
MLCC_C001144,True,True
MLCC_C001145,True,True
MLCC_C001146,True,True
MLCC_C001147,True,True
MLCC_C001149,True,True
MLCC_C001151,True,True
MLCC_C001152,True,True
MLCC_C001153,True,True
MLCC_C001154,True,True
MLCC_C001155,True,True
MLCC_C001156,True,True
MLCC_C001158,True,True
MLCC_C001159,True,True
MLCC_C001160,True,True
MLCC_C001162,True,True
MLCC_C001164,True,True
MLCC_C001168,True,True
MLCC_C001171,True,True
MLCC_C001172,True,True
MLCC_C001173,True,True
MLCC_C001174,True,True
MLCC_C001175,True,True
MLCC_C001181,True,True
MLCC_C001184,True,True
MLCC_C001186,True,True
MLCC_C001191,True,True
MLCC_C001192,True,True
MLCC_C001193,True,True
MLCC_C001194,True,True
MLCC_C001195,True,True
MLCC_C001197,True,True
MLCC_C001198,True,True
MLCC_C001199,True,True
MLCC_C001201,True,True
MLCC_C001203,True,True
MLCC_C001204,True,True
MLCC_C001210,True,True
MLCC_C001211,True,True
MLCC_C001212,True,True
MLCC_C001213,True,True
MLCC_C001215,True,True
MLCC_C001216,True,True
MLCC_C001217,True,True
MLCC_C001219,True,True
MLCC_C001220,True,True
MLCC_C001221,True,True
MLCC_C001222,True,True
MLCC_C001223,True,True
MLCC_C001224,True,True
MLCC_C001225,True,True
MLCC_C001226,True,True
MLCC_C001227,True,True
MLCC_C001228,True,True
MLCC_C001229,True,True
MLCC_C001230,True,True
MLCC_C001233,True,True
MLCC_C001236,True,True
MLCC_C001237,True,True
MLCC_C001238,True,True
MLCC_C001240,True,True
MLCC_C001241,True,True
MLCC_C001245,True,True
MLCC_C001246,True,True
MLCC_C001248,True,True
MLCC_C001250,True,True
MLCC_C001251,True,True
MLCC_C001254,True,True
MLCC_C001258,True,True
MLCC_C001259,True,True
MLCC_C001260,True,True
MLCC_C001261,True,True
MLCC_C001262,True,True
MLCC_C001263,True,True
MLCC_C001266,True,True
MLCC_C001269,True,True
MLCC_C001270,True,True
MLCC_C001271,True,True
MLCC_C001275,True,True
MLCC_C001278,True,True
MLCC_C001279,True,True
MLCC_C001280,True,True
MLCC_C001283,True,True
MLCC_C001287,True,True
MLCC_C001288,True,True
MLCC_C001289,True,True
MLCC_C001290,True,True
MLCC_C001292,True,True
MLCC_C001294,True,True
MLCC_C001295,True,True
MLCC_C001296,True,True
MLCC_C001297,True,True
MLCC_C001298,True,True
MLCC_C001300,True,True
MLCC_C001301,True,True
MLCC_C001304,True,True
MLCC_C001307,True,True
MLCC_C001309,True,True
MLCC_C001310,True,True
MLCC_C001311,True,True
MLCC_C001312,True,True
MLCC_C001313,True,True
MLCC_C001316,True,True
MLCC_C001318,True,True
MLCC_C001319,True,True
MLCC_C001321,True,True
MLCC_C001322,True,True
MLCC_C001325,True,True
MLCC_C001327,True,True
MLCC_C001328,True,True
MLCC_C001329,True,True
MLCC_C001330,True,True
MLCC_C001334,True,True
MLCC_C001335,True,True
MLCC_C001337,True,True
MLCC_C001338,True,True
MLCC_C001339,True,True
MLCC_C001340,True,True
MLCC_C001341,True,True
MLCC_C001342,True,True
MLCC_C001346,True,True
MLCC_C001347,True,True
MLCC_C001348,True,True
MLCC_C001349,True,True
MLCC_C001350,True,True
MLCC_C001352,True,True
MLCC_C001353,True,True
MLCC_C001354,True,True
MLCC_C001355,True,True
MLCC_C001356,True,True
MLCC_C001357,True,True
MLCC_C001358,True,True
MLCC_C001360,True,True
MLCC_C001363,True,True
MLCC_C001366,True,True
MLCC_C001368,True,True
MLCC_C001369,True,True
MLCC_C001370,True,True
MLCC_C001374,True,True
MLCC_C001375,True,True
MLCC_C001376,True,True
MLCC_C001379,True,True
MLCC_C001380,True,True
MLCC_C001383,True,True
MLCC_C001385,True,True
MLCC_C001387,True,True
MLCC_C001389,True,True
MLCC_C001390,True,True
MLCC_C001391,True,True
MLCC_C001393,True,True
MLCC_C001394,True,True
MLCC_C001395,True,True
MLCC_C001396,True,True
MLCC_C001397,True,True
MLCC_C001398,True,True
MLCC_C001399,True,True
MLCC_C001400,True,True
MLCC_C001401,True,True
MLCC_C001404,True,True
MLCC_C001405,True,True
MLCC_C001406,True,True
MLCC_C001407,True,True
MLCC_C001408,True,True
MLCC_C001409,True,True
MLCC_C001411,True,True
MLCC_C001412,True,True
MLCC_C001413,True,True
MLCC_C001414,True,True
MLCC_C001415,True,True
MLCC_C001419,True,True
MLCC_C001420,True,True
MLCC_C001422,True,True
MLCC_C001423,True,True
MLCC_C001424,True,True
MLCC_C001425,True,True
MLCC_C001429,True,True
MLCC_C001431,True,True
MLCC_C001432,True,True
MLCC_C001434,True,True
MLCC_C001435,True,True
MLCC_C001439,True,True
MLCC_C001446,True,True
MLCC_C001447,True,True
MLCC_C001448,True,True
MLCC_C001449,True,True
MLCC_C001451,True,True
MLCC_C001452,True,True
MLCC_C001453,True,True
MLCC_C001454,True,True
MLCC_C001455,True,True
MLCC_C001456,True,True
MLCC_C001457,True,True
MLCC_C001458,True,True
MLCC_C001459,True,True
MLCC_C001461,True,True
MLCC_C001462,True,True
MLCC_C001463,True,True
MLCC_C001464,True,True
MLCC_C001465,True,True
MLCC_C001466,True,True
MLCC_C001468,True,True
MLCC_C001474,True,True
MLCC_C001476,True,True
MLCC_C001477,True,True
MLCC_C001478,True,True
MLCC_C001479,True,True
MLCC_C001480,True,True
MLCC_C001481,True,True
MLCC_C001482,True,True
MLCC_C001484,True,True
MLCC_C001485,True,True
MLCC_C001486,True,True
MLCC_C001488,True,True
MLCC_C001489,True,True
MLCC_C001492,True,True
MLCC_C001493,True,True
MLCC_C001494,True,True
MLCC_C001495,True,True
MLCC_C001496,True,True
MLCC_C001498,True,True
MLCC_C001501,True,True
MLCC_C001503,True,True
MLCC_C001505,True,True
MLCC_C001506,True,True
MLCC_C001507,True,True
MLCC_C001511,True,True
MLCC_C001514,True,True
MLCC_C001515,True,True
MLCC_C001516,True,True
MLCC_C001519,True,True
MLCC_C001520,True,True
MLCC_C001523,True,True
MLCC_C001528,True,True
MLCC_C001533,True,True
MLCC_C001534,True,True
MLCC_C001538,True,True
MLCC_C001540,True,True
MLCC_C001543,True,True
MLCC_C001546,True,True
MLCC_C001549,True,True
MLCC_C001550,True,True
MLCC_C001551,True,True
MLCC_C001552,True,True
MLCC_C001553,True,True
MLCC_C001554,True,True
MLCC_C001557,True,True
MLCC_C001560,True,True
MLCC_C001561,True,True
MLCC_C001563,True,True
MLCC_C001567,True,True
MLCC_C001568,True,True
MLCC_C001569,True,True
MLCC_C001570,True,True
MLCC_C001572,True,True
MLCC_C001575,True,True
MLCC_C001576,True,True
MLCC_C001578,True,True
MLCC_C001579,True,True
MLCC_C001580,True,True
MLCC_C001582,True,True
MLCC_C001584,True,True
MLCC_C001585,True,True
MLCC_C001586,True,True
MLCC_C001588,True,True
MLCC_C001589,True,True
MLCC_C001590,True,True
MLCC_C001592,True,True
MLCC_C001594,True,True
MLCC_C001596,True,True
MLCC_C001597,True,True
MLCC_C001601,True,True
MLCC_C001602,True,True
MLCC_C001603,True,True
MLCC_C001607,True,True
MLCC_C001608,True,True
MLCC_C001609,True,True
MLCC_C001610,True,True
MLCC_C001611,True,True
MLCC_C001612,True,True
MLCC_C001613,True,True
MLCC_C001614,True,True
MLCC_C001618,True,True
MLCC_C001619,True,True
MLCC_C001620,True,True
MLCC_C001624,True,True
MLCC_C001626,True,True
MLCC_C001627,True,True
MLCC_C001629,True,True
MLCC_C001630,True,True
MLCC_C001631,True,True
MLCC_C001632,True,True
MLCC_C001633,True,True
MLCC_C001634,True,True
MLCC_C001635,True,True
MLCC_C001636,True,True
MLCC_C001637,True,True
MLCC_C001638,True,True
MLCC_C001639,True,True
MLCC_C001645,True,True
MLCC_C001646,True,True
MLCC_C001647,True,True
MLCC_C001648,True,True
MLCC_C001649,True,True
MLCC_C001653,True,True
MLCC_C001655,True,True
MLCC_C001657,True,True
MLCC_C001660,True,True
MLCC_C001661,True,True
MLCC_C001662,True,True
MLCC_C001664,True,True
MLCC_C001665,True,True
MLCC_C001667,True,True
MLCC_C001668,True,True
MLCC_C001670,True,True
MLCC_C001671,True,True
MLCC_C001672,True,True
MLCC_C001673,True,True
MLCC_C001674,True,True
MLCC_C001678,True,True
MLCC_C001681,True,True
MLCC_C001685,True,True
MLCC_C001686,True,True
MLCC_C001687,True,True
MLCC_C001689,True,True
MLCC_C001690,True,True
MLCC_C001692,True,True
MLCC_C001693,True,True
MLCC_C001694,True,True
MLCC_C001695,True,True
MLCC_C001697,True,True
MLCC_C001702,True,True
MLCC_C001705,True,True
MLCC_C001707,True,True
MLCC_C001708,True,True
MLCC_C001709,True,True
MLCC_C001711,True,True
MLCC_C001712,True,True
MLCC_C001713,True,True
MLCC_C001714,True,True
MLCC_C001716,True,True
MLCC_C001717,True,True
MLCC_C001719,True,True
MLCC_C001721,True,True
MLCC_C001723,True,True
MLCC_C001724,True,True
MLCC_C001725,True,True
MLCC_C001726,True,True
MLCC_C001728,True,True
MLCC_C001729,True,True
MLCC_C001731,True,True
MLCC_C001732,True,True
MLCC_C001734,True,True
MLCC_C001735,True,True
MLCC_C001736,True,True
MLCC_C001738,True,True
MLCC_C001741,True,True
MLCC_C001743,True,True
MLCC_C001745,True,True
MLCC_C001746,True,True
MLCC_C001755,True,True
MLCC_C001756,True,True
MLCC_C001757,True,True
MLCC_C001758,True,True
MLCC_C001759,True,True
MLCC_C001760,True,True
MLCC_C001761,True,True
MLCC_C001764,True,True
MLCC_C001765,True,True
MLCC_C001766,True,True
MLCC_C001769,True,True
MLCC_C001770,True,True
MLCC_C001772,True,True
MLCC_C001773,True,True
MLCC_C001776,True,True
MLCC_C001780,True,True
MLCC_C001781,True,True
MLCC_C001784,True,True
MLCC_C001786,True,True
MLCC_C001787,True,True
MLCC_C001788,True,True
MLCC_C001791,True,True
MLCC_C001792,True,True
MLCC_C001794,True,True
MLCC_C001795,True,True
MLCC_C001797,True,True
MLCC_C001798,True,True
MLCC_C001801,True,True
MLCC_C001803,True,True
MLCC_C001804,True,True
MLCC_C001806,True,True
MLCC_C001807,True,True
MLCC_C001810,True,True
MLCC_C001814,True,True
MLCC_C001816,True,True
MLCC_C001817,True,True
MLCC_C001818,True,True
MLCC_C001819,True,True
MLCC_C001820,True,True
MLCC_C001821,True,True
MLCC_C001822,True,True
MLCC_C001824,True,True
MLCC_C001825,True,True
MLCC_C001827,True,True
MLCC_C001829,True,True
MLCC_C001830,True,True
MLCC_C001831,True,True
MLCC_C001833,True,True
