component_id,batch_id,component_family,profile_id,leakage_0h_ua,leakage_24h_ua,upper_limit_ua,change_0h_to_24h_ua,percent_change,slope_ua_per_hour,fraction_of_limit,batch_median_24h_ua,batch_mad_24h_ua,robust_z_score,status
MLCC_C000013,MLCC_B050,MLCC_X7R,SIM_X7R_100N_50V,0.0319525492555,0.0308049976699,0.25,-0.0011475515855999992,-3.5914241972492094,-4.781464939999997e-05,0.1232199906796,0.03255326024755,0.007558185648200001,-0.1560166901835437,NORMAL
MLCC_C000015,MLCC_B005,MLCC_X7R,SIM_X7R_1U_25V,0.07993969291,0.0683688365189,0.7,-0.011570856391100004,-14.47448191241745,-0.0004821190162958335,0.09766976645557143,0.0715273741292,0.01567584689875,-0.13590548771672661,NORMAL
MLCC_C000016,MLCC_B025,MLCC_X7R,SIM_X7R_4U7_16V,0.122588403413,0.114457553552,1.3,-0.008130849860999989,-6.6326419421641205,-0.0003387854108749995,0.08804427196307692,0.135477059027,0.025132582055000005,-0.5641145988048974,NORMAL
MLCC_C000017,MLCC_B005,MLCC_X7R,SIM_X7R_1U_25V,0.0713908539379,0.0624832233706,0.7,-0.008907630567299998,-12.477271353342243,-0.00037115127363749993,0.08926174767228572,0.0715273741292,0.01567584689875,-0.3891515224713084,NORMAL
MLCC_C000018,MLCC_B021,MLCC_X7R,SIM_X7R_10N_50V,0.0249063079108,0.0201025904284,0.12,-0.004803717482400001,-19.287152072495612,-0.00020015489510000003,0.16752158690333332,0.01532462872695,0.0032274087960499995,0.9985518945019625,NORMAL
MLCC_C000019,MLCC_B054,MLCC_X7R,SIM_X7R_1U_25V,0.047621322188,0.0401145263458,0.7,-0.007506795842200001,-15.763518309224148,-0.0003127831600916667,0.057306466208285715,0.0756389373408,0.016975594889599998,-1.4115096037551653,NORMAL
MLCC_C000022,MLCC_B049,MLCC_X7R,SIM_X7R_100N_50V,0.0537905657025,0.0516504399401,0.25,-0.002140125762400004,-3.9786266131433123,-8.917190676666683e-05,0.2066017597604,0.03567628648925,0.0073420761408,1.4675095022134046,NORMAL
MLCC_C000023,MLCC_B022,MLCC_X7R,SIM_X7R_1U_25V,0.086530635624,0.0654617067889,0.7,-0.021068928835100004,-24.348519669554307,-0.0008778720347958335,0.09351672398414286,0.0832975546897,0.0182432132111,-0.6594386235517894,NORMAL
MLCC_C000024,MLCC_B049,MLCC_X7R,SIM_X7R_100N_50V,0.0365236904542,0.0344399544133,0.25,-0.0020837360409000014,-5.705162909298462,-8.682233503750005e-05,0.1377598176532,0.03567628648925,0.0073420761408,-0.1135790434798479,NORMAL
MLCC_C000026,MLCC_B021,MLCC_X7R,SIM_X7R_10N_50V,0.0145905256846,0.0142712412363,0.12,-0.00031928444830000083,-2.1882998269006784,-1.33035186791667e-05,0.1189270103025,0.01532462872695,0.0032274087960499995,-0.22014870360179134,NORMAL
MLCC_C000027,MLCC_B046,MLCC_X7R,SIM_X7R_10N_50V,0.00905469497061,0.00928797332362,0.12,0.00023327835300999966,2.5763248101364153,9.719931375416652e-06,0.07739977769683334,0.0167051187157,0.0036520525787499996,-1.3698774754963432,NORMAL
MLCC_C000028,MLCC_B047,MLCC_X7R,SIM_X7R_4U7_16V,0.167212662268,0.256449253831,1.3,0.08923659156299998,53.367125642659815,0.0037181913151249995,0.1972686567930769,0.1625326438115,0.03405384129850002,1.8601940645369421,NORMAL
MLCC_C000029,MLCC_B014,MLCC_X7R,SIM_X7R_10N_50V,0.0130119441072,0.011954126734,0.12,-0.0010578173731999995,-8.129587435091034,-4.4075723883333315e-05,0.09961772278333333,0.0119703345413,0.0024391195746399997,-0.004482013156515142,NORMAL
MLCC_C000030,MLCC_B049,MLCC_X7R,SIM_X7R_100N_50V,0.030815111542,0.0326036305058,0.25,0.001788518963800001,5.804032094325888,7.45216234916667e-05,0.1304145220232,0.03567628648925,0.0073420761408,-0.2822779852853997,NORMAL
MLCC_C000032,MLCC_B039,MLCC_X7R,SIM_X7R_10N_50V,0.0177286144566,0.0175710759002,0.12,-0.0001575385564000012,-0.8886117794803351,-6.5641065166667165e-06,0.14642563250166668,0.01393305374625,0.0027950336965499997,0.8779307189992507,NORMAL
MLCC_C000033,MLCC_B022,MLCC_X7R,SIM_X7R_1U_25V,0.0564307980687,0.049645061754,0.7,-0.006785736314700003,-12.02488099927084,-0.00028273901311250013,0.07092151679142858,0.0832975546897,0.0182432132111,-1.244221959282852,NORMAL
MLCC_C000034,MLCC_B057,MLCC_X7R,SIM_X7R_4U7_16V,0.100338408599,0.0887010942334,1.3,-0.011637314365600004,-11.598065514581007,-0.00048488809856666687,0.06823161094876923,0.1381823265635,0.028477038541000005,-1.1720000715172834,NORMAL
MLCC_C000036,MLCC_B043,MLCC_X7R,SIM_X7R_100N_50V,0.0270578791645,0.0291251415318,0.25,0.0020672623672999997,7.640149306351596,8.613593197083333e-05,0.1165005661272,0.0275877434985,0.006377271211299999,0.16260480997317728,NORMAL
MLCC_C000038,MLCC_B054,MLCC_X7R,SIM_X7R_1U_25V,0.0660122137594,0.0642915121064,0.7,-0.0017207016530000063,-2.6066413395429904,-7.169590220833359e-05,0.09184501729485714,0.0756389373408,0.016975594889599998,-0.4508730545456104,NORMAL
MLCC_C000041,MLCC_B033,MLCC_X7R,SIM_X7R_100N_50V,0.0190843138974,0.0166323745026,0.25,-0.0024519393947999985,-12.847930546426637,-0.00010216414144999994,0.0665294980104,0.028120141500099997,0.006534348991999998,-1.185810376718512,NORMAL
MLCC_C000042,MLCC_B058,MLCC_X7R,SIM_X7R_4U7_16V,0.140827825867,0.128786382875,1.3,-0.012041442991999995,-8.55047141278182,-0.0005017267913333331,0.09906644836538461,0.136145818325,0.027786951637999997,-0.17864281320577022,NORMAL
MLCC_C000043,MLCC_B057,MLCC_X7R,SIM_X7R_4U7_16V,0.0977387129925,0.090844875139,1.3,-0.006893837853500007,-7.053333978347973,-0.0002872432438958336,0.06988067318384615,0.1381823265635,0.028477038541000005,-1.1212230141085455,NORMAL
MLCC_C000044,MLCC_B058,MLCC_X7R,SIM_X7R_4U7_16V,0.11378075793,0.102097403911,1.3,-0.011683354019000003,-10.268303913204564,-0.0004868064174583335,0.07853646454692308,0.136145818325,0.027786951637999997,-0.8264906428539774,NORMAL
MLCC_C000046,MLCC_B043,MLCC_X7R,SIM_X7R_100N_50V,0.0299106991927,0.0226329036212,0.25,-0.0072777955715,-24.331746725854597,-0.00030324148214583334,0.0905316144848,0.0275877434985,0.006377271211299999,-0.5240547855824339,NORMAL
MLCC_C000047,MLCC_B003,MLCC_X7R,SIM_X7R_1U_25V,0.0453189686999,0.0421159519609,0.7,-0.003203016739000003,-7.067717626608459,-0.0001334590307916668,0.06016564565842857,0.0877505684663,0.018693522448400002,-1.6465890212963497,NORMAL
MLCC_C000050,MLCC_B057,MLCC_X7R,SIM_X7R_4U7_16V,0.190331844707,0.155059625764,1.3,-0.03527221894299998,-18.531958746734485,-0.0014696757892916658,0.11927663520307692,0.1381823265635,0.028477038541000005,0.39975148027936436,NORMAL
MLCC_C000051,MLCC_B022,MLCC_X7R,SIM_X7R_1U_25V,0.0885684577158,0.0809429784872,0.7,-0.0076254792286000045,-8.609700818172508,-0.00031772830119166685,0.11563282641028573,0.0832975546897,0.0182432132111,-0.0870549299736266,NORMAL
MLCC_C000053,MLCC_B021,MLCC_X7R,SIM_X7R_10N_50V,0.0154574014102,0.0140644665678,0.12,-0.0013929348424000006,-9.011442515045468,-5.8038951766666695e-05,0.117203888065,0.01532462872695,0.0032274087960499995,-0.26336278731933765,NORMAL
MLCC_C000055,MLCC_B047,MLCC_X7R,SIM_X7R_4U7_16V,0.24281655866,0.20559066432,1.3,-0.03722589433999998,-15.330871397500095,-0.0015510789308333325,0.15814666486153847,0.1625326438115,0.03405384129850002,0.85284460505965,NORMAL
MLCC_C000056,MLCC_B039,MLCC_X7R,SIM_X7R_10N_50V,0.00858998659052,0.00891459245023,0.12,0.00032460585970999975,3.778886687299817,1.3525244154583322e-05,0.07428827041858334,0.01393305374625,0.0027950336965499997,-1.2110595118562062,NORMAL
MLCC_C000057,MLCC_B047,MLCC_X7R,SIM_X7R_4U7_16V,0.245819754206,0.21229546615,1.3,-0.033524288055999996,-13.637751841500187,-0.0013968453356666664,0.16330420473076923,0.1625326438115,0.03405384129850002,0.985645741785867,NORMAL
MLCC_C000061,MLCC_B049,MLCC_X7R,SIM_X7R_100N_50V,0.0245531396148,0.0248184821214,0.25,0.0002653425065999998,1.0806866688448193,1.1055937774999991e-05,0.0992739284856,0.03567628648925,0.0073420761408,-0.9974820344640067,NORMAL
MLCC_C000063,MLCC_B050,MLCC_X7R,SIM_X7R_100N_50V,0.0252283543899,0.0340636367316,0.25,0.008835282341699998,35.02123921819151,0.0003681367642374999,0.1362545469264,0.03255326024755,0.007558185648200001,0.1347874987344799,NORMAL
MLCC_C000064,MLCC_B024,MLCC_X7R,SIM_X7R_100N_50V,0.0446851482889,0.0422267822793,0.25,-0.002458366009600005,-5.50152814466697,-0.00010243191706666686,0.1689071291172,0.04202112230645,0.008759415129499997,0.015836405700210544,NORMAL
MLCC_C000065,MLCC_B014,MLCC_X7R,SIM_X7R_10N_50V,0.0168967233952,0.0145101138229,0.12,-0.0023866095723000004,-14.124688654002501,-9.944206551250002e-05,0.12091761519083334,0.0119703345413,0.0024391195746399997,0.7023358523503468,NORMAL
MLCC_C000066,MLCC_B011,MLCC_X7R,SIM_X7R_10N_50V,0.0123981667724,0.0115533896437,0.12,-0.0008447771287,-6.813726127483527,-3.5199047029166666e-05,0.09627824703083333,0.0133592254764,0.002688526763,-0.4530497095729114,NORMAL
MLCC_C000067,MLCC_B036,MLCC_X7R,SIM_X7R_4U7_16V,0.151603536926,0.135380227557,1.3,-0.016223309369000016,-10.701141739799159,-0.000675971223708334,0.10413863658230768,0.1396737721935,0.027239059679999997,-0.10631776174878779,NORMAL
MLCC_C000069,MLCC_B044,MLCC_X7R,SIM_X7R_10N_50V,0.0240974172507,0.171041745136,0.12,0.1469443278853,609.7928518917581,0.0061226803285541675,1.4253478761333336,0.01481562523765,0.0036197331119499996,29.111129083953482,ABOVE LIMIT
MLCC_C000070,MLCC_B013,MLCC_X7R,SIM_X7R_1U_25V,0.071971143128,0.067245310569,0.7,-0.004725832558999998,-6.566288033795919,-0.00019690968995833327,0.09606472938428573,0.08384061526360001,0.019869374149700005,-0.5633560942671518,NORMAL
MLCC_C000071,MLCC_B014,MLCC_X7R,SIM_X7R_10N_50V,0.00676511765699,0.00608382489826,0.12,-0.0006812927587299998,-10.070671247322062,-2.838719828041666e-05,0.050698540818833335,0.0119703345413,0.0024391195746399997,-1.6278212825283471,NORMAL
MLCC_C000072,MLCC_B037,MLCC_X7R,SIM_X7R_100N_50V,0.0344407173984,0.0425343044582,0.25,0.008093587059799998,23.500053631798036,0.00033723279415833325,0.1701372178328,0.02889430048785,0.00613676792475,1.499190256306763,NORMAL
MLCC_C000074,MLCC_B046,MLCC_X7R,SIM_X7R_10N_50V,0.0214781287119,0.0198518542027,0.12,-0.0016262745091999986,-7.571770013180701,-6.776143788333328e-05,0.16543211835583335,0.0167051187157,0.0036520525787499996,0.5811726529709401,NORMAL
MLCC_C000075,MLCC_B037,MLCC_X7R,SIM_X7R_100N_50V,0.023831146064,0.0211057399375,0.25,-0.002725406126500001,-11.436320012393681,-0.00011355858860416671,0.08442295975,0.02889430048785,0.00613676792475,-0.8560506370175451,NORMAL
MLCC_C000076,MLCC_B007,MLCC_X7R,SIM_X7R_100N_50V,0.026717550798,0.0261377642098,0.25,-0.0005797865881999979,-2.1700588971778023,-2.4157774508333247e-05,0.1045510568392,0.03296356439775,0.007822666222449998,-0.5885464234124432,NORMAL
MLCC_C000077,MLCC_B049,MLCC_X7R,SIM_X7R_100N_50V,0.0729716262231,0.36461476133,0.25,0.2916431351069,399.66648710177304,0.012151797296120833,1.45845904532,0.03567628648925,0.0073420761408,30.218836882820835,ABOVE LIMIT
MLCC_C000080,MLCC_B008,MLCC_X7R,SIM_X7R_1U_25V,0.0960706591868,0.094021476904,0.7,-0.0020491822827999884,-2.1329949228468954,-8.538259511666618e-05,0.13431639557714287,0.08670857032165,0.017930260003350004,0.27509670740265374,NORMAL
MLCC_C000086,MLCC_B053,MLCC_X7R,SIM_X7R_1U_25V,0.0922311469942,0.0857702398255,0.7,-0.0064609071687,-7.0051250355872705,-0.0002692044653625,0.12252891403642859,0.08416531344455,0.018321952174200004,0.05908337897940407,NORMAL
MLCC_C000087,MLCC_B046,MLCC_X7R,SIM_X7R_10N_50V,0.0299362348666,0.0266058134326,0.12,-0.003330421433999999,-11.125051125636933,-0.00013876755974999997,0.22171511193833335,0.0167051187157,0.0036520525787499996,1.8285658386755095,NORMAL
MLCC_C000089,MLCC_B025,MLCC_X7R,SIM_X7R_4U7_16V,0.141979338555,0.134421628128,1.3,-0.007557710427000014,-5.323105815197404,-0.0003149046011250006,0.10340125240615383,0.135477059027,0.025132582055000005,-0.02832530855037553,NORMAL
MLCC_C000092,MLCC_B005,MLCC_X7R,SIM_X7R_1U_25V,0.047578020748,0.0526099278105,0.7,0.0050319070625,10.5761168358638,0.00020966279427083335,0.07515703972928572,0.0715273741292,0.01567584689875,-0.8139794694588797,NORMAL
MLCC_C000093,MLCC_B028,MLCC_X7R,SIM_X7R_4U7_16V,0.139899141784,0.127283441998,1.3,-0.012615699785999995,-9.017710634335591,-0.0005256541577499998,0.09791033999846155,0.1605751114265,0.028656336919999997,-0.7836043766588727,NORMAL
MLCC_C000094,MLCC_B007,MLCC_X7R,SIM_X7R_100N_50V,0.0205937987274,0.0214458867574,0.25,0.0008520880299999999,4.137595211447312,3.550366791666666e-05,0.0857835470296,0.03296356439775,0.007822666222449998,-0.9930979217956439,NORMAL
MLCC_C000096,MLCC_B021,MLCC_X7R,SIM_X7R_10N_50V,0.019667631012,0.0179144420511,0.12,-0.0017531889609000012,-8.914083042489008,-7.304954003750005e-05,0.1492870170925,0.01532462872695,0.0032274087960499995,0.5412481645576179,NORMAL
MLCC_C000098,MLCC_B009,MLCC_X7R,SIM_X7R_10N_50V,0.0141426541745,0.0137085781535,0.12,-0.0004340760210000006,-3.0692684388950413,-1.8086500875000024e-05,0.11423815127916667,0.0145794822827,0.0031970611589,-0.18373900465123194,NORMAL
MLCC_C000100,MLCC_B053,MLCC_X7R,SIM_X7R_1U_25V,0.0538571281785,0.045816128172,0.7,-0.008041000006499995,-14.93024280806342,-0.00033504166693749975,0.06545161167428572,0.08416531344455,0.018321952174200004,-1.4117778073211453,NORMAL
MLCC_C000101,MLCC_B012,MLCC_X7R,SIM_X7R_4U7_16V,0.185931097154,0.164098617689,1.3,-0.021832479465,-11.742242045136187,-0.0009096866443749999,0.12622970591461538,0.14186568714449999,0.027679009978000005,0.5417864173676933,NORMAL
MLCC_C000104,MLCC_B051,MLCC_X7R,SIM_X7R_1U_25V,0.0965435158662,0.0838688597789,0.7,-0.012674656087299993,-13.12843848039038,-0.0005281106703041664,0.11981265682700001,0.0796597773879,0.017875505502400007,0.1588221419723389,NORMAL
MLCC_C000108,MLCC_B013,MLCC_X7R,SIM_X7R_1U_25V,0.103171758636,0.091994566396,0.7,-0.011177192240000008,-10.83357731589536,-0.0004657163433333337,0.13142080913714285,0.08384061526360001,0.019869374149700005,0.27679986281232866,NORMAL
MLCC_C000111,MLCC_B021,MLCC_X7R,SIM_X7R_10N_50V,0.0134990077188,0.0120432710395,0.12,-0.0014557366793000008,-10.784027312412034,-6.0655694970833365e-05,0.10036059199583333,0.01532462872695,0.0032274087960499995,-0.6857748429309097,NORMAL
MLCC_C000112,MLCC_B013,MLCC_X7R,SIM_X7R_1U_25V,0.0560552377672,0.0533000231226,0.7,-0.0027552146445999973,-4.915177875156879,-0.00011480061019166655,0.07614289017514286,0.08384061526360001,0.019869374149700005,-1.0367528057956232,NORMAL
MLCC_C000115,MLCC_B011,MLCC_X7R,SIM_X7R_10N_50V,0.0235843099778,0.0297506466536,0.12,0.006166336675800001,26.145927871556967,0.00025693069482500005,0.24792205544666668,0.0133592254764,0.002688526763,4.112294412008946,CHECK / MONITOR
MLCC_C000119,MLCC_B057,MLCC_X7R,SIM_X7R_4U7_16V,0.109538292028,0.0980938486048,1.3,-0.011444443423200001,-10.447892888702876,-0.00047685180930000004,0.07545680661907692,0.1381823265635,0.028477038541000005,-0.9495256448177568,NORMAL
MLCC_C000123,MLCC_B011,MLCC_X7R,SIM_X7R_10N_50V,0.0174226153341,0.0160501959503,0.12,-0.0013724193837999984,-7.877229437040162,-5.7184140991666604e-05,0.1337516329191667,0.0133592254764,0.002688526763,0.6751130803772293,NORMAL
MLCC_C000124,MLCC_B047,MLCC_X7R,SIM_X7R_4U7_16V,0.160012803065,0.148873403147,1.3,-0.011139399917999976,-6.961567889961254,-0.000464141663249999,0.11451800242076923,0.1625326438115,0.03405384129850002,-0.27054680109204204,NORMAL
MLCC_C000126,MLCC_B044,MLCC_X7R,SIM_X7R_10N_50V,0.0166103984257,0.0154696718434,0.12,-0.0011407265823000015,-6.8675449743279025,-4.753027426250006e-05,0.12891393202833334,0.01481562523765,0.0036197331119499996,0.1218748515248185,NORMAL
MLCC_C000127,MLCC_B050,MLCC_X7R,SIM_X7R_100N_50V,0.0366256430796,0.0335977878461,0.25,-0.0030278552335,-8.267036368261,-0.00012616063472916666,0.1343911513844,0.03255326024755,0.007558185648200001,0.09321468114371599,NORMAL
MLCC_C000129,MLCC_B016,MLCC_X7R,SIM_X7R_4U7_16V,0.129164627581,0.117897910488,1.3,-0.011266717093000006,-8.722757386448215,-0.0004694465455416669,0.09069070037538461,0.1543373469585,0.03555580086850001,-0.6912627278528555,NORMAL
MLCC_C000130,MLCC_B016,MLCC_X7R,SIM_X7R_4U7_16V,0.218204772665,0.167356410598,1.3,-0.050848362067,-23.303047612558505,-0.0021186817527916665,0.12873570046,0.1543373469585,0.03555580086850001,0.2469740017197147,NORMAL
MLCC_C000131,MLCC_B012,MLCC_X7R,SIM_X7R_4U7_16V,0.186879934784,0.170930570559,1.3,-0.015949364225000012,-8.534551472010435,-0.0006645568427083338,0.13148505427615384,0.14186568714449999,0.027679009978000005,0.7082718593859474,NORMAL
MLCC_C000132,MLCC_B021,MLCC_X7R,SIM_X7R_10N_50V,0.0142334462179,0.01423651889,0.12,3.072672099998716e-06,0.021587688975383344,1.2802800416661318e-07,0.11863765741666667,0.01532462872695,0.0032274087960499995,-0.22740536802187158,NORMAL
MLCC_C000137,MLCC_B036,MLCC_X7R,SIM_X7R_4U7_16V,0.134141449246,0.122336156276,1.3,-0.011805292969999992,-8.800630257356502,-0.000491887207083333,0.09410473559692308,0.1396737721935,0.027239059679999997,-0.4293181216141653,NORMAL
MLCC_C000139,MLCC_B042,MLCC_X7R,SIM_X7R_4U7_16V,0.255798237793,0.197765309547,1.3,-0.05803292824599998,-22.68699297802124,-0.002418038676916666,0.15212716119,0.1529382194205,0.03819008107450001,0.7917205577893656,NORMAL
MLCC_C000140,MLCC_B057,MLCC_X7R,SIM_X7R_4U7_16V,0.219910871155,0.197034062677,1.3,-0.022876808478,-10.402763791461549,-0.00095320035325,0.1515646635976923,0.1381823265635,0.028477038541000005,1.393947476364296,NORMAL
MLCC_C000141,MLCC_B028,MLCC_X7R,SIM_X7R_4U7_16V,0.166184679262,0.156432177486,1.3,-0.009752501776000011,-5.868472243836999,-0.00040635424066666714,0.12033244421999999,0.1605751114265,0.028656336919999997,-0.09751452011010378,NORMAL
MLCC_C000143,MLCC_B013,MLCC_X7R,SIM_X7R_1U_25V,0.0834868791741,0.077334462333,0.7,-0.006152416841100003,-7.36932186466093,-0.00025635070171250014,0.11047780333285714,0.08384061526360001,0.019869374149700005,-0.22086252534310286,NORMAL
MLCC_C000144,MLCC_B011,MLCC_X7R,SIM_X7R_10N_50V,0.0203092229735,0.017193191513,0.12,-0.003116031460500001,-15.342937859148423,-0.00012983464418750003,0.14327659594166667,0.0133592254764,0.002688526763,0.9618688299018804,NORMAL
MLCC_C000145,MLCC_B009,MLCC_X7R,SIM_X7R_10N_50V,0.0214670050645,0.0185309797036,0.12,-0.002936025360899999,-13.67692117311374,-0.00012233439003749998,0.15442483086333333,0.0145794822827,0.0031970611589,0.8336671955672202,NORMAL
MLCC_C000146,MLCC_B037,MLCC_X7R,SIM_X7R_100N_50V,0.0235954107729,0.0210323516267,0.25,-0.002563059146200003,-10.862532425770477,-0.00010679413109166679,0.0841294065068,0.02889430048785,0.00613676792475,-0.8641168399832727,NORMAL
MLCC_C000148,MLCC_B037,MLCC_X7R,SIM_X7R_100N_50V,0.0300736265812,0.0274707716807,0.25,-0.002602854900499999,-8.654941875640393,-0.0001084522875208333,0.1098830867228,0.02889430048785,0.00613676792475,-0.15646186921135533,NORMAL
MLCC_C000149,MLCC_B012,MLCC_X7R,SIM_X7R_4U7_16V,0.185556165971,0.175214342282,1.3,-0.010341823688999996,-5.573419581549388,-0.00043090932037499985,0.13478026329384615,0.14186568714449999,0.027679009978000005,0.8126615767009843,NORMAL
MLCC_C000151,MLCC_B022,MLCC_X7R,SIM_X7R_1U_25V,0.0924333969399,0.0785323876219,0.7,-0.013901009318000007,-15.038946720781466,-0.0005792087215833337,0.11218912517414287,0.0832975546897,0.0182432132111,-0.17618087066348015,NORMAL
MLCC_C000152,MLCC_B057,MLCC_X7R,SIM_X7R_4U7_16V,0.215488204121,0.181835063001,1.3,-0.03365314112000001,-15.617161624820653,-0.0014022142133333336,0.1398731253853846,0.1381823265635,0.028477038541000005,1.0339477781266437,NORMAL
MLCC_C000153,MLCC_B005,MLCC_X7R,SIM_X7R_1U_25V,0.0898896329742,0.0880617620157,0.7,-0.001827870958499997,-2.0334613659226197,-7.616128993749988e-05,0.12580251716528573,0.0715273741292,0.01567584689875,0.7114412829799676,NORMAL
MLCC_C000154,MLCC_B025,MLCC_X7R,SIM_X7R_4U7_16V,0.103969939631,0.15409647025,1.3,0.050126530619000007,48.212522578068445,0.0020886054424583337,0.11853574634615385,0.135477059027,0.025132582055000005,0.49970165589949783,NORMAL
MLCC_C000156,MLCC_B043,MLCC_X7R,SIM_X7R_100N_50V,0.0254720605874,0.024755173962,0.25,-0.0007168866254000025,-2.8144037383242457,-2.987027605833344e-05,0.099020695848,0.0275877434985,0.006377271211299999,-0.29959023053369305,NORMAL
MLCC_C000158,MLCC_B036,MLCC_X7R,SIM_X7R_4U7_16V,0.171429505616,0.149134067552,1.3,-0.022295438064,-13.00560133092929,-0.000928976586,0.11471851350153847,0.1396737721935,0.027239059679999997,0.23425805788712384,NORMAL
MLCC_C000159,MLCC_B022,MLCC_X7R,SIM_X7R_1U_25V,0.0495658085264,0.0426348095625,0.7,-0.006930998963900002,-13.983427628762229,-0.0002887916234958334,0.06090687080357143,0.0832975546897,0.0182432132111,-1.50340958420683,NORMAL
MLCC_C000160,MLCC_B022,MLCC_X7R,SIM_X7R_1U_25V,0.121721880642,0.101159727571,0.7,-0.020562153070999997,-16.892733633878024,-0.0008567563779583332,0.14451389653000002,0.0832975546897,0.0182432132111,0.6604119279330835,NORMAL
MLCC_C000163,MLCC_B012,MLCC_X7R,SIM_X7R_4U7_16V,0.216403775602,0.265831215508,1.3,0.04942743990599999,22.840377793086517,0.0020594766627499996,0.2044855503907692,0.14186568714449999,0.027679009978000005,3.0208720957736537,NORMAL
MLCC_C000166,MLCC_B025,MLCC_X7R,SIM_X7R_4U7_16V,0.136657719236,0.11108004762,1.3,-0.02557767161600001,-18.71659483196031,-0.0010657363173333337,0.08544619047692308,0.135477059027,0.025132582055000005,-0.6547589960319139,NORMAL
MLCC_C000167,MLCC_B010,MLCC_X7R,SIM_X7R_1U_25V,0.118010880774,0.104513350524,0.7,-0.01349753025,-11.437530303539399,-0.00056239709375,0.14930478646285716,0.0792056053378,0.017758313373500003,0.961244109677942,NORMAL
MLCC_C000168,MLCC_B043,MLCC_X7R,SIM_X7R_100N_50V,0.0333560616593,0.0386087124844,0.25,0.0052526508251,15.747215240068691,0.00021886045104583333,0.1544348499376,0.0275877434985,0.006377271211299999,1.1656464551511858,NORMAL
MLCC_C000169,MLCC_B045,MLCC_X7R,SIM_X7R_100N_50V,0.035664164013,0.0333548552723,0.25,-0.0023093087407000043,-6.475151751372146,-9.622119752916685e-05,0.1334194210892,0.02729886804915,0.0057424937309,0.7113222187835951,NORMAL
MLCC_C000170,MLCC_B050,MLCC_X7R,SIM_X7R_100N_50V,0.0699454349877,0.0774709371824,0.25,0.007525502194699996,10.759104144571214,0.00031356259144583315,0.3098837487296,0.03255326024755,0.007558185648200001,4.0084981373501485,CHECK / MONITOR
MLCC_C000173,MLCC_B051,MLCC_X7R,SIM_X7R_1U_25V,0.105776515992,0.0903536871,0.7,-0.015422828892000001,-14.58057939171153,-0.0006426178705,0.12907669585714285,0.0796597773879,0.017875505502400007,0.403515419457257,NORMAL
