component_id,batch_id,component_family,measurement_name,as_of_hour,last_observed_hour,n_observations,initial_value,current_value,delta,percent_change,slope,acceleration,variability,upper_limit,delta_fraction_of_limit,slope_fraction_per_hour,acceleration_fraction_per_hour2,variability_fraction_of_limit,limit_fraction,distance_to_upper_limit,distance_fraction_to_upper_limit,temperature_c,humidity_pct,test_condition,data_source,current_batch_robust_z,slope_batch_robust_z,initial_fraction_of_limit,measurement_temperature_c,voltage_stress_ratio,measurement_voltage_v,prior_storage_humidity_pct,initial_capacitance_fraction,current_capacitance_fraction,capacitance_change_fraction,initial_dissipation_factor_pct,current_dissipation_factor_pct,dissipation_factor_change_pct
MLCC_C000013,MLCC_B050,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0319525492555,0.0308049976699,-0.0011475515855999992,-0.03591424197249209,-4.781464940000025e-05,0.0,0.0005737757927999996,0.25,-0.004590206342399997,-0.000191258597600001,0.0,0.0022951031711999983,0.1232199906796,0.2191950023301,0.8767800093204,124.15773014,,,synthetic,-0.1560166901835437,0.22846967961166348,0.127810197022,24.5847469608,0.976031675852,49.7343892625,54.3693945116,0.973518777747,0.9713592214729999,-0.0021595562740000674,0.605116571151,0.621211601189,0.016095030037999947
MLCC_C000015,MLCC_B005,MLCC_X7R,leakage_ua,24.0,24.0,2,0.07993969291,0.0683688365189,-0.011570856391100004,-0.1447448191241745,-0.0004821190162958335,0.0,0.005785428195550002,0.7,-0.01652979484442858,-0.0006887414518511908,0.0,0.00826489742221429,0.09766976645557143,0.6316311634810999,0.9023302335444285,124.433687845,,,synthetic,-0.13590548771672661,-0.7322054330490191,0.1141995613,26.6688124147,0.8910554226,24.2540004425,68.9370148491,0.981776691968,0.980249654135,-0.0015270378330000086,0.638322772804,0.66199878623,0.02367601342600001
MLCC_C000016,MLCC_B025,MLCC_X7R,leakage_ua,24.0,24.0,2,0.122588403413,0.114457553552,-0.008130849860999989,-0.0663264194216412,-0.0003387854108749995,0.0,0.0040654249304999945,1.3,-0.006254499893076915,-0.0002606041622115381,0.0,0.0031272499465384573,0.08804427196307692,1.185542446448,0.911955728036923,120.349960439,,,synthetic,-0.5641145988048974,0.1749814706538373,0.09429877185615383,24.937921257,0.98990525899375,15.7479316754,37.5740401173,0.9815648935659576,0.9798841089255318,-0.0016807846404256626,0.799225575924,0.807826675395,0.008601099470999962
MLCC_C000017,MLCC_B005,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0713908539379,0.0624832233706,-0.008907630567299998,-0.12477271353342242,-0.0003711512736375002,0.0,0.004453815283649999,0.7,-0.012725186524714284,-0.0005302161051964288,0.0,0.006362593262357142,0.08926174767228572,0.6375167766294,0.9107382523277143,124.706674375,,,synthetic,-0.3891515224713084,-0.36025063545017894,0.101986934197,26.6688124147,0.8910554226,24.2540004425,69.1590566472,0.975714776971,0.9729260130699999,-0.0027887639010000386,0.445081451537,0.464944388226,0.019862936688999966
MLCC_C000018,MLCC_B021,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0249063079108,0.0201025904284,-0.004803717482400001,-0.1928715207249561,-0.00020015489510000025,0.0,0.0024018587412000005,0.12,-0.04003097902000001,-0.0016679574591666687,0.0,0.020015489510000005,0.16752158690333332,0.0998974095716,0.8324784130966667,122.211336161,,,synthetic,0.9985518945019625,-1.7888488741460917,0.20755256592333335,26.5834964091,0.925404734792,48.5983976993,35.5879655856,1.01462298854,1.01349709069,-0.0011258978500000793,0.42674641245,0.482812522034,0.05606610958399999
MLCC_C000019,MLCC_B054,MLCC_X7R,leakage_ua,24.0,24.0,2,0.047621322188,0.0401145263458,-0.007506795842200001,-0.15763518309224148,-0.0003127831600916667,0.0,0.0037533979211000004,0.7,-0.010723994060285716,-0.0004468330858452382,0.0,0.005361997030142858,0.057306466208285715,0.6598854736541999,0.9426935337917143,120.718396768,,,synthetic,-1.2033960053375456,-0.068351364717042,0.06803046026857143,24.9408732786,0.917483882484,24.4644704906,60.8544925033,0.970380804236,0.964285317049,-0.006095487187000003,0.611176182724,0.59834447271,-0.012831710013999964
MLCC_C000022,MLCC_B049,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0537905657025,0.0516504399401,-0.002140125762400004,-0.03978626613143312,-8.917190676666711e-05,0.0,0.001070062881200002,0.25,-0.008560503049600016,-0.00035668762706666846,0.0,0.004280251524800008,0.2066017597604,0.1983495600599,0.7933982402396,122.086331407,,,synthetic,1.4336372831228072,0.05829214624072156,0.21516226281,25.6910378214,0.9605599988160001,48.8527278286,62.8726529214,0.950081579961,0.945999378605,-0.004082201355999899,0.835038447994,0.809427157206,-0.025611290787999952
MLCC_C000023,MLCC_B022,MLCC_X7R,leakage_ua,24.0,24.0,2,0.086530635624,0.0654617067889,-0.021068928835100004,-0.24348519669554305,-0.0008778720347958338,0.0,0.010534464417550002,0.7,-0.03009846976442858,-0.0012541029068511911,0.0,0.01504923488221429,0.09351672398414286,0.6345382932111,0.9064832760158572,124.53359728,,,synthetic,-0.6594386235517894,-1.6785469598382499,0.12361519374857144,25.7496623208,0.9812481850320001,24.7218386927,29.2235422087,0.918691004423,0.91187388072,-0.006817123702999993,0.819894927458,0.800095825391,-0.019799102066999974
MLCC_C000024,MLCC_B049,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0365236904542,0.0344399544133,-0.0020837360409000014,-0.05705162909298462,-8.682233503750064e-05,0.0,0.0010418680204500007,0.25,-0.008334944163600005,-0.00034728934015000254,0.0,0.004167472081800003,0.1377598176532,0.2155600455867,0.8622401823468,122.40292372,,,synthetic,-0.11095747664225857,0.06341387879725363,0.1460947618168,25.6910378214,0.9605599988160001,48.8527278286,75.6220249917,1.0320551913,1.02740489217,-0.004650299129999951,0.756527364719,0.721769931173,-0.034757433545999916
MLCC_C000026,MLCC_B021,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0145905256846,0.0142712412363,-0.00031928444830000083,-0.021882998269006783,-1.3303518679166773e-05,0.0,0.00015964222415000041,0.12,-0.0026607037358333404,-0.00011086265565972311,0.0,0.0013303518679166702,0.1189270103025,0.1057287587637,0.8810729896975,122.153437296,,,synthetic,-0.22014870360179134,0.5541579474746512,0.12158771403833334,26.5834964091,0.925404734792,48.5983976993,34.2606418502,1.03697464656,1.03424889082,-0.0027257557400000463,0.850191899198,0.912579130309,0.062387231110999974
MLCC_C000027,MLCC_B046,MLCC_X7R,leakage_ua,24.0,24.0,2,0.00905469497061,0.00928797332362,0.00023327835300999966,0.025763248101364156,9.719931375416616e-06,0.0,0.00011663917650499983,0.12,0.0019439862750833307,8.09994281284718e-05,0.0,0.0009719931375416653,0.07739977769683334,0.11071202667638,0.9226002223031667,123.177096331,,,synthetic,-1.3698774754963432,0.8704071117418,0.07545579142175,24.1559440548,0.9109276985760001,49.2110231956,43.9220226458,0.9842339071830001,0.9779649317829999,-0.006268975400000087,0.532869186927,0.517447345151,-0.015421841776000034
MLCC_C000028,MLCC_B047,MLCC_X7R,leakage_ua,24.0,24.0,2,0.167212662268,0.256449253831,0.08923659156299998,0.5336712564265982,0.0037181913151249964,0.0,0.04461829578149999,1.3,0.06864353197153844,0.002860147165480766,0.0,0.03432176598576922,0.1972686567930769,1.0435507461690001,0.8027313432069232,124.750181943,,,synthetic,1.8601940645369421,6.094273836998405,0.12862512482153846,25.1113690047,0.902436917475,15.6766928419,60.8568044977,0.9721653767787234,0.9629629231382979,-0.009202453640425526,0.580673960755,0.618132479544,0.03745851878899997
MLCC_C000029,MLCC_B014,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0130119441072,0.011954126734,-0.0010578173731999995,-0.08129587435091035,-4.407572388333338e-05,0.0,0.0005289086865999998,0.12,-0.008815144776666664,-0.0003672976990277782,0.0,0.004407572388333332,0.09961772278333333,0.108045873266,0.9003822772166667,120.935113952,,,synthetic,-0.004482013156515142,-0.07069600657378432,0.10843286756,24.7100058002,0.95069141858,49.8373698524,53.358046417,1.00345162413,1.00170162818,-0.0017499959500000273,0.722743228184,0.832677685227,0.10993445704299998
MLCC_C000030,MLCC_B049,MLCC_X7R,leakage_ua,24.0,24.0,2,0.030815111542,0.0326036305058,0.001788518963800001,0.05804032094325888,7.45216234916667e-05,0.0,0.0008942594819000005,0.25,0.007154075855200004,0.0002980864939666668,0.0,0.003577037927600002,0.1304145220232,0.2173963694942,0.8695854779768,122.311223528,,,synthetic,-0.2757626054887999,0.41512078560948,0.123260446168,25.6910378214,0.9605599988160001,48.8527278286,53.9534836946,1.02527189751,1.01879959298,-0.006472304529999917,0.455770689781,0.419551283784,-0.03621940599700002
MLCC_C000032,MLCC_B039,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0177286144566,0.0175710759002,-0.0001575385564000012,-0.00888611779480335,-6.5641065166667885e-06,0.0,7.87692782000006e-05,0.12,-0.0013128213033333433,-5.470088763888991e-05,0.0,0.0006564106516666716,0.14642563250166668,0.10242892409979999,0.8535743674983333,122.118531051,,,synthetic,0.8779307189992507,0.7016004347021014,0.147738453805,23.3709228827,0.908978877608,49.1454812034,44.1501526077,0.9795568766989999,0.9683054796220001,-0.011251397076999936,0.830398221083,0.762459973379,-0.06793824770400003
MLCC_C000033,MLCC_B022,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0564307980687,0.049645061754,-0.006785736314700003,-0.1202488099927084,-0.00028273901311250013,0.0,0.0033928681573500014,0.7,-0.009693909021000004,-0.0004039128758750002,0.0,0.004846954510500002,0.07092151679142858,0.650354938246,0.9290784832085714,124.601991986,,,synthetic,-1.244221959282852,0.003996251441857603,0.08061542581242857,25.7496623208,0.9812481850320001,24.7218386927,14.5308293976,0.975702869949,0.974035651725,-0.0016672182240000666,0.761601455646,0.729556901094,-0.03204455455200006
MLCC_C000034,MLCC_B057,MLCC_X7R,leakage_ua,24.0,24.0,2,0.100338408599,0.0887010942334,-0.011637314365600004,-0.11598065514581007,-0.0004848880985666674,0.0,0.005818657182800002,1.3,-0.008951780281230773,-0.0003729908450512826,0.0,0.004475890140615386,0.06823161094876923,1.2112989057666002,0.9317683890512308,123.406225766,,,synthetic,-1.1720000715172834,0.10212161946566711,0.07718339123000001,23.627451377,0.92409680918125,15.6322850951,20.025349354,0.9927824854851063,0.9909582249234041,-0.0018242605617021408,0.482862690098,0.480067677926,-0.0027950121719999554
MLCC_C000036,MLCC_B043,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0270578791645,0.0291251415318,0.0020672623672999997,0.07640149306351596,8.613593197083333e-05,0.0,0.0010336311836499999,0.25,0.008269049469199999,0.0003445437278833333,0.0,0.004134524734599999,0.1165005661272,0.22087485846819999,0.8834994338727999,123.757642106,,,synthetic,0.14449356090400708,1.284289066848009,0.108231516658,26.2177762909,0.934520136842,48.9104079955,85.1536363261,1.0226583196,1.01749528922,-0.005163030380000037,0.95347856281,0.886674270979,-0.066804291831
MLCC_C000038,MLCC_B054,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0660122137594,0.0642915121064,-0.0017207016530000063,-0.026066413395429904,-7.169590220833418e-05,0.0,0.0008603508265000032,0.7,-0.002458145218571438,-0.0001024227174404774,0.0,0.001229072609285719,0.09184501729485714,0.6357084878935999,0.9081549827051428,120.77637487,,,synthetic,-0.3843961325598167,0.6020209079520207,0.09430316251342857,24.9408732786,0.917483882484,24.4644704906,68.6380836081,1.00491530296,1.00145589043,-0.0034594125300000085,0.686763921155,0.633277816637,-0.053486104517999955
MLCC_C000041,MLCC_B033,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0190843138974,0.0166323745026,-0.0024519393947999985,-0.12847930546426636,-0.00010216414144999994,0.0,0.0012259696973999992,0.25,-0.009807757579199994,-0.00040865656579999976,0.0,0.004903878789599997,0.0665294980104,0.2333676254974,0.9334705019896,125.06033516,,,synthetic,-1.185810376718512,-0.23953422087011741,0.0763372555896,24.0466965186,0.926481574946,49.5324079615,61.6541745306,1.02863227875,1.01431601671,-0.014316262040000112,0.469321649526,0.502205377317,0.03288372779100002
MLCC_C000042,MLCC_B058,MLCC_X7R,leakage_ua,24.0,24.0,2,0.140827825867,0.128786382875,-0.012041442991999995,-0.0855047141278182,-0.0005017267913333349,0.0,0.006020721495999998,1.3,-0.009262648455384612,-0.00038594368564102684,0.0,0.004631324227692306,0.09906644836538461,1.171213617125,0.9009335516346154,124.241031805,,,synthetic,-0.17864281320577022,-0.060880177061818475,0.10832909682076922,23.1153220526,0.9464098778,15.5528961834,66.9152669694,0.9602369806936171,0.9567146265361701,-0.0035223541574469757,0.552135578645,0.656095570612,0.10395999196700001
MLCC_C000043,MLCC_B057,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0977387129925,0.090844875139,-0.006893837853500007,-0.07053333978347973,-0.0002872432438958342,0.0,0.0034469189267500033,1.3,-0.0053029521950000045,-0.000220956341458334,0.0,0.0026514760975000023,0.06988067318384615,1.209155124861,0.9301193268161538,123.10010012,,,synthetic,-1.1212230141085455,0.3599990197203452,0.07518362537884615,23.627451377,0.92409680918125,15.6322850951,22.5129128386,0.9879683324553191,0.9833279180531915,-0.004640414402127599,0.601993784194,0.556317703906,-0.045676080287999965
MLCC_C000044,MLCC_B058,MLCC_X7R,leakage_ua,24.0,24.0,2,0.11378075793,0.102097403911,-0.011683354019000003,-0.10268303913204564,-0.0004868064174583335,0.0,0.0058416770095000015,1.3,-0.008987195399230772,-0.0003744664749679488,0.0,0.004493597699615386,0.07853646454692308,1.197902596089,0.9214635354530769,123.851405797,,,synthetic,-0.8264906428539774,-0.03419242227996939,0.08752365994615384,23.1153220526,0.9464098778,15.5528961834,71.1739298111,1.025745040523404,1.0286578118127658,0.0029127712893617344,0.474165653261,0.455466758307,-0.01869889495400001
MLCC_C000046,MLCC_B043,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0299106991927,0.0226329036212,-0.0072777955715,-0.24331746725854597,-0.0003032414821458336,0.0,0.00363889778575,0.25,-0.029111182286,-0.0012129659285833345,0.0,0.014555591143,0.0905316144848,0.2273670963788,0.9094683855152,123.490307865,,,synthetic,-0.46568451505267716,-1.8275372743548621,0.1196427967708,26.2177762909,0.934520136842,48.9104079955,72.8664720483,1.06209265837,1.05600028581,-0.006092372560000001,0.825947806218,0.839706371438,0.013758565219999963
MLCC_C000047,MLCC_B003,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0453189686999,0.0421159519609,-0.003203016739000003,-0.0706771762660846,-0.0001334590307916671,0.0,0.0016015083695000015,0.7,-0.004575738198571433,-0.00019065575827381014,0.0,0.0022878690992857165,0.06016564565842857,0.6578840480391,0.9398343543415714,121.179744521,,,synthetic,-1.6465890212963497,0.5589041401448155,0.064741383857,23.7756682545,0.927399545124,24.6249643459,37.0347725855,0.978858969048,0.971923794768,-0.006935174279999955,0.664846360366,0.692564607829,0.027718247463
MLCC_C000050,MLCC_B057,MLCC_X7R,leakage_ua,24.0,24.0,2,0.190331844707,0.155059625764,-0.03527221894299998,-0.18531958746734484,-0.0014696757892916675,0.0,0.01763610947149999,1.3,-0.02713247610999998,-0.0011305198379166672,0.0,0.01356623805499999,0.11927663520307692,1.144940374236,0.880723364796923,123.336796859,,,synthetic,0.39975148027936436,-1.1827814958211864,0.1464091113130769,23.627451377,0.92409680918125,15.6322850951,10.2050394509,0.9945817389255318,0.9962584931978724,0.0016767542723405216,0.678289562315,0.745889508873,0.06759994655799995
MLCC_C000051,MLCC_B022,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0885684577158,0.0809429784872,-0.0076254792286000045,-0.08609700818172508,-0.00031772830119166745,0.0,0.0038127396143000022,0.7,-0.010893541755142865,-0.00045389757313095354,0.0,0.005446770877571432,0.11563282641028573,0.6190570215128,0.8843671735897143,124.579507356,,,synthetic,-0.0870549299736266,-0.094924472127825,0.1265263681654286,25.7496623208,0.9812481850320001,24.7218386927,23.1001823499,1.01040210274,1.01134899368,0.000946890940000003,0.726162238696,0.668025459916,-0.05813677878000001
MLCC_C000053,MLCC_B021,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0154574014102,0.0140644665678,-0.0013929348424000006,-0.09011442515045469,-5.803895176666676e-05,0.0,0.0006964674212000003,0.12,-0.01160779035333334,-0.0004836579313888897,0.0,0.00580389517666667,0.117203888065,0.1059355334322,0.882796111935,122.135190016,,,synthetic,-0.26336278731933765,-0.0067981819364677475,0.12881167841833333,26.5834964091,0.925404734792,48.5983976993,38.4217022685,0.9848440366160001,0.985439940625,0.000595904008999959,1.02283765282,0.970178475018,-0.05265917780200002
MLCC_C000055,MLCC_B047,MLCC_X7R,leakage_ua,24.0,24.0,2,0.24281655866,0.20559066432,-0.03722589433999998,-0.15330871397500095,-0.0015510789308333314,0.0,0.01861294716999999,1.3,-0.028635303338461524,-0.0011931376391025627,0.0,0.014317651669230762,0.15814666486153847,1.09440933568,0.8418533351384615,125.021354249,,,synthetic,0.85284460505965,-1.4235432652722533,0.18678196819999998,25.1113690047,0.902436917475,15.6766928419,44.847257229,1.0415720409914893,1.0331693326234042,-0.008402708368085052,0.580188774358,0.580454184081,0.00026540972300004295
MLCC_C000056,MLCC_B039,MLCC_X7R,leakage_ua,24.0,24.0,2,0.00858998659052,0.00891459245023,0.00032460585970999975,0.03778886687299817,1.3525244154583287e-05,0.0,0.00016230292985499988,0.12,0.0027050488309166647,0.00011271036795486072,0.0,0.0013525244154583324,0.07428827041858334,0.11108540754976999,0.9257117295814167,122.370389837,,,synthetic,-1.2110595118562062,1.0757068988816347,0.07158322158766667,23.3709228827,0.908978877608,49.1454812034,28.1988839858,0.994163943423,0.9884988384890001,-0.005665104933999921,0.707424610041,0.639640277391,-0.06778433264999995
MLCC_C000057,MLCC_B047,MLCC_X7R,leakage_ua,24.0,24.0,2,0.245819754206,0.21229546615,-0.033524288055999996,-0.13637751841500187,-0.0013968453356666688,0.0,0.016762144027999998,1.3,-0.025787913889230765,-0.0010744964120512836,0.0,0.012893956944615382,0.16330420473076923,1.08770453385,0.8366957952692308,124.966589693,,,synthetic,0.985645741785867,-1.2034938266658366,0.18909211862,25.1113690047,0.902436917475,15.6766928419,52.8247796927,0.9972048801723404,0.993142462887234,-0.004062417285106463,0.746116086793,0.729421156316,-0.016694930476999992
MLCC_C000061,MLCC_B049,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0245531396148,0.0248184821214,0.0002653425065999998,0.010806866688448193,1.1055937774999847e-05,0.0,0.0001326712532999999,0.25,0.0010613700263999992,4.422375109999939e-05,0.0,0.0005306850131999996,0.0992739284856,0.2251815178786,0.9007260715144,122.635580094,,,synthetic,-0.9744587218657988,0.27677460757089783,0.0982125584592,25.6910378214,0.9605599988160001,48.8527278286,55.6762817751,0.9834054568099999,0.975042950709,-0.008362506100999952,0.656436591163,0.627597865389,-0.02883872577400004
MLCC_C000063,MLCC_B050,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0252283543899,0.0340636367316,0.008835282341699998,0.3502123921819151,0.00036813676423749965,0.0,0.004417641170849999,0.25,0.03534112936679999,0.0014725470569499986,0.0,0.017670564683399996,0.1362545469264,0.2159363632684,0.8637454530736,124.229760868,,,synthetic,0.1347874987344799,1.3811083554161474,0.1009134175596,24.5847469608,0.976031675852,49.7343892625,61.9840309469,1.05697063123,1.0475789744,-0.00939165683000013,0.590872360112,0.701924261957,0.11105190184500002
MLCC_C000064,MLCC_B024,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0446851482889,0.0422267822793,-0.002458366009600005,-0.05501528144666971,-0.00010243191706666701,0.0,0.0012291830048000024,0.25,-0.00983346403840002,-0.00040972766826666805,0.0,0.00491673201920001,0.1689071291172,0.2077732177207,0.8310928708828,123.434913409,,,synthetic,0.015836405700210544,0.25336902769459846,0.1787405931556,26.2144552916,0.939229671234,49.7713225822,23.3680481722,0.9719758279090001,0.964332666152,-0.00764316175700003,0.819944309026,0.830183240534,0.010238931508000038
MLCC_C000065,MLCC_B014,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0168967233952,0.0145101138229,-0.0023866095723000004,-0.141246886540025,-9.944206551250002e-05,0.0,0.0011933047861500002,0.12,-0.019888413102500006,-0.0008286838792708335,0.0,0.009944206551250003,0.12091761519083334,0.10548988617709999,0.8790823848091667,121.271370935,,,synthetic,0.7023358523503468,-1.2921470210883954,0.14080602829333333,24.7100058002,0.95069141858,49.8373698524,53.959523508,1.0162349425500001,1.01513747633,-0.001097466220000065,0.752927358277,0.798174805239,0.045247446962000004
MLCC_C000066,MLCC_B011,MLCC_X7R,leakage_ua,24.0,24.0,2,0.0123981667724,0.0115533896437,-0.0008447771287,-0.06813726127483527,-3.519904702916659e-05,0.0,0.00042238856435,0.12,-0.007039809405833333,-0.0002933253919097216,0.0,0.0035199047029166666,0.09627824703083333,0.10844661035629999,0.9037217529691666,123.476866998,,,synthetic,-0.4161294793722656,0.04089281574700876,0.10331805643666667,23.7683259314,0.946085169758,49.0252709344,69.1766386353,1.0692254133,1.06717089451,-0.0020545187899999816,0.581337373576,0.622955269855,0.04161789627900003
MLCC_C000067,MLCC_B036,MLCC_X7R,leakage_ua,24.0,24.0,2,0.151603536926,0.135380227557,-0.016223309369000016,-0.10701141739799158,-0.000675971223708334,0.0,0.008111654684500008,1.3,-0.012479468745384628,-0.0005199778643910261,0.0,0.006239734372692314,0.10413863658230768,1.164619772443,0.8958613634176923,121.289200782,,,synthetic,-0.10631776174878779,-0.35758011715412813,0.11661810532769232,24.9763053512,0.91473343758125,15.951544078,33.3602650102,1.0221696726914893,1.0220796563659573,-9.001632553202186e-05,0.613577573621,0.669938237646,0.05636066402500006
