component_id,batch_id,component_family,measurement_name,hours,measurement_value,upper_limit
SYN_healthy_noisy_009,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1007308138541191,0.7
SYN_healthy_noisy_009,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0986644935576525,0.7
SYN_healthy_noisy_010,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0849501080539898,0.7
SYN_healthy_noisy_010,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0746937491341853,0.7
SYN_healthy_noisy_011,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0836004114171605,0.7
SYN_healthy_noisy_011,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1044380664444005,0.7
SYN_healthy_noisy_012,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1036973268080545,0.7
SYN_healthy_noisy_012,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0965700083333171,0.7
SYN_healthy_noisy_013,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0833723084201685,0.7
SYN_healthy_noisy_013,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1065423814393081,0.7
SYN_healthy_noisy_014,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0914396951869794,0.7
SYN_healthy_noisy_014,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1076035968944204,0.7
SYN_healthy_noisy_015,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1064165494630709,0.7
SYN_healthy_noisy_015,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0758718257070368,0.7
SYN_healthy_noisy_016,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0898517710784204,0.7
SYN_healthy_noisy_016,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0835914224666038,0.7
SYN_healthy_noisy_017,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1093084518483979,0.7
SYN_healthy_noisy_017,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0920470490939137,0.7
SYN_healthy_noisy_018,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1144641861846909,0.7
SYN_healthy_noisy_018,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0820082586525789,0.7
SYN_healthy_noisy_019,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1084921521339712,0.7
SYN_healthy_noisy_019,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1075204705717709,0.7
SYN_healthy_stable_000,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1006094341595088,0.7
SYN_healthy_stable_000,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1018811294327824,0.7
SYN_healthy_stable_001,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1004884590133435,0.7
SYN_healthy_stable_001,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0981826537537493,0.7
SYN_healthy_stable_002,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1028919254657885,0.7
SYN_healthy_stable_002,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1022729247892849,0.7
SYN_healthy_stable_003,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0990842695873368,0.7
SYN_healthy_stable_003,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1016878051876133,0.7
SYN_healthy_stable_004,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0989941682001279,0.7
SYN_healthy_stable_004,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1014603666479447,0.7
SYN_healthy_stable_005,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0986671261197778,0.7
SYN_healthy_stable_005,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0961198604823907,0.7
SYN_healthy_stable_006,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0993847495478884,0.7
SYN_healthy_stable_006,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1028131159226361,0.7
SYN_healthy_stable_007,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1011413120271603,0.7
SYN_healthy_stable_007,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0969612675303006,0.7
SYN_healthy_stable_008,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1009727628080644,0.7
SYN_healthy_stable_008,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0972254109108164,0.7
SYN_healthy_stable_009,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0988497783393788,0.7
SYN_healthy_stable_009,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1025049446994232,0.7
SYN_healthy_stable_010,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0983480995481027,0.7
SYN_healthy_stable_010,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.099811272587974,0.7
SYN_healthy_stable_011,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1002093633242646,0.7
SYN_healthy_stable_011,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0981428984800481,0.7
SYN_healthy_stable_012,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0980575373476136,0.7
SYN_healthy_stable_012,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.10349764490101,0.7
SYN_healthy_stable_013,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1016845226321814,0.7
SYN_healthy_stable_013,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1028997758447976,0.7
SYN_healthy_stable_014,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0983001185652975,0.7
SYN_healthy_stable_014,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1017586783923978,0.7
SYN_healthy_stable_015,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1006632936186429,0.7
SYN_healthy_stable_015,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1026677694453406,0.7
SYN_healthy_stable_016,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0988498653175675,0.7
SYN_healthy_stable_016,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0972059087433711,0.7
SYN_healthy_stable_017,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0979860085753808,0.7
SYN_healthy_stable_017,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0999675577131419,0.7
SYN_healthy_stable_018,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0978975512929522,0.7
SYN_healthy_stable_018,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0974975383704254,0.7
SYN_healthy_stable_019,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0988664724610744,0.7
SYN_healthy_stable_019,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0977412956710761,0.7
SYN_sudden_spike_fault_000,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0946133096083548,0.7
SYN_sudden_spike_fault_000,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1031204896127221,0.7
SYN_sudden_spike_fault_001,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0970326359489564,0.7
SYN_sudden_spike_fault_001,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1005819232573978,0.7
SYN_sudden_spike_fault_002,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0990981277554154,0.7
SYN_sudden_spike_fault_002,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0964435720800928,0.7
SYN_sudden_spike_fault_003,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0924700674015756,0.7
SYN_sudden_spike_fault_003,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.098750225989395,0.7
SYN_sudden_spike_fault_004,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1002007341269566,0.7
SYN_sudden_spike_fault_004,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1026606160600392,0.7
SYN_sudden_spike_fault_005,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0951657247383978,0.7
SYN_sudden_spike_fault_005,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0985490931254875,0.7
SYN_sudden_spike_fault_006,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1010275612165997,0.7
SYN_sudden_spike_fault_006,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1016851153672991,0.7
SYN_sudden_spike_fault_007,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1001184840645301,0.7
SYN_sudden_spike_fault_007,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0992577299733232,0.7
SYN_sudden_spike_fault_008,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1007047515177276,0.7
SYN_sudden_spike_fault_008,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1006343695496671,0.7
SYN_sudden_spike_fault_009,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0997896286589656,0.7
SYN_sudden_spike_fault_009,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0987304221007217,0.7
SYN_sudden_spike_fault_010,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1008253344430152,0.7
SYN_sudden_spike_fault_010,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0995062370822977,0.7
SYN_sudden_spike_fault_011,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0958019433994569,0.7
SYN_sudden_spike_fault_011,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0963108731406129,0.7
SYN_sudden_spike_fault_012,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1031731170460759,0.7
SYN_sudden_spike_fault_012,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0986826269657195,0.7
SYN_sudden_spike_fault_013,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1009887903835469,0.7
SYN_sudden_spike_fault_013,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0961219198171164,0.7
SYN_sudden_spike_fault_014,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.1001176413783897,0.7
SYN_sudden_spike_fault_014,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1047242424470602,0.7
SYN_sudden_spike_fault_015,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0974803604548514,0.7
SYN_sudden_spike_fault_015,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1000187512755697,0.7
SYN_sudden_spike_fault_016,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0949860517399111,0.7
SYN_sudden_spike_fault_016,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0967829281607351,0.7
SYN_sudden_spike_fault_017,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0973830842597477,0.7
SYN_sudden_spike_fault_017,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0971846822250319,0.7
SYN_sudden_spike_fault_018,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0964717980801669,0.7
SYN_sudden_spike_fault_018,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.1074178979768466,0.7
SYN_sudden_spike_fault_019,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,0,0.0965446796556009,0.7
SYN_sudden_spike_fault_019,SYNTH_TEST_BATCH_1,MLCC_X7R,leakage_ua,24,0.0983959778422665,0.7
