config,scenario,components,mae_normalized,mean_signed_error
xgb_abs_resid_leak,gradual_drift,347,0.2603990261336176,-0.19830751883405034
xgb_abs_resid_leak,healthy_settling,4428,0.009473448853621547,0.00904312549086659
xgb_abs_resid_leak,intermittent_leakage,204,0.4469074354015899,-0.012233707537845013
xgb_abs_resid_leak,late_abrupt_onset,278,1.0120419445230777,-1.0120419445230777
xgb_abs_resid_leak,moisture_associated_history,227,0.5561670993660266,-0.5177751875409475
xgb_abs_resid_leak,ordinary_noise,1196,0.042610239287048934,0.035490624291401485
xgb_abs_resid_leak,tester_channel_fault,145,0.41087666078456375,-0.34405742848100573
xgb_huber_resid_leak,accelerating_drift,375,0.7665078213664746,-0.7665078213664746
xgb_huber_resid_leak,gradual_drift,347,0.2715369661771325,-0.20300907313691727
xgb_huber_resid_leak,healthy_settling,4428,0.009456567950113477,0.008996764230387045
xgb_huber_resid_leak,intermittent_leakage,204,0.47447126439364495,0.023553647288205647
xgb_huber_resid_leak,late_abrupt_onset,278,1.0109861517583907,-1.0109861517583907
xgb_huber_resid_leak,moisture_associated_history,227,0.5520365629094057,-0.5182767134287813
xgb_huber_resid_leak,ordinary_noise,1196,0.04270753366844119,0.03525908902711996
xgb_huber_resid_leak,tester_channel_fault,145,0.4160360679045806,-0.32802772219197746
xgb_sq_log1p_leak,accelerating_drift,375,0.690659727999461,-0.6905451792087585
xgb_sq_log1p_leak,gradual_drift,347,0.2529443452194937,-0.18068165034572384
xgb_sq_log1p_leak,healthy_settling,4428,0.08078804844096894,0.08078699955376295
xgb_sq_log1p_leak,intermittent_leakage,204,0.48851395990440183,0.0022223392941441906
xgb_sq_log1p_leak,late_abrupt_onset,278,0.9406783327206721,-0.9406783327206721
xgb_sq_log1p_leak,moisture_associated_history,227,0.5040997626291538,-0.4647188942197212
xgb_sq_log1p_leak,ordinary_noise,1196,0.09935125306514547,0.09836426544096973
xgb_sq_log1p_leak,tester_channel_fault,145,0.41467217874040685,-0.30550192957939065
xgb_sq_log1p_resid_leak,accelerating_drift,375,0.6907128386552125,-0.6904799419714448
xgb_sq_log1p_resid_leak,gradual_drift,347,0.2528959390610706,-0.17989422378982137
xgb_sq_log1p_resid_leak,healthy_settling,4428,0.080390258198607,0.0803902275490597
xgb_sq_log1p_resid_leak,intermittent_leakage,204,0.4804897947119172,0.01528057909216999
xgb_sq_log1p_resid_leak,late_abrupt_onset,278,0.9394214775498929,-0.9394214775498929
xgb_sq_log1p_resid_leak,moisture_associated_history,227,0.49791908605410234,-0.4612789436282986
xgb_sq_log1p_resid_leak,ordinary_noise,1196,0.09820221259925944,0.09712454199634793
xgb_sq_log1p_resid_leak,tester_channel_fault,145,0.42523757909093246,-0.29448678532280237
xgb_abs_resid_aux,accelerating_drift,375,0.7659728641661857,-0.7659728641661857
xgb_abs_resid_aux,gradual_drift,347,0.26357841439576357,-0.20012468239713418
xgb_abs_resid_aux,healthy_settling,4428,0.009510973012318263,0.00905871544965533
xgb_abs_resid_aux,intermittent_leakage,204,0.44286884853240344,-0.028104152324890323
xgb_abs_resid_aux,late_abrupt_onset,278,1.0112039454151585,-1.0112039454151585
xgb_abs_resid_aux,moisture_associated_history,227,0.5518960041697515,-0.5197776288201109
xgb_abs_resid_aux,ordinary_noise,1196,0.04245790831661549,0.035274584412608695
xgb_abs_resid_aux,tester_channel_fault,145,0.4100916226074278,-0.335465937702576
xgb_abs_resid_peer,accelerating_drift,375,0.7670642367355878,-0.7670642367355878
xgb_abs_resid_peer,gradual_drift,347,0.2613533567138546,-0.1986201687070954
xgb_abs_resid_peer,healthy_settling,4428,0.009417861666563377,0.008982803092524874
xgb_abs_resid_peer,intermittent_leakage,204,0.44495255347888474,-0.022185083766200906
xgb_abs_resid_peer,late_abrupt_onset,278,1.0122521792308217,-1.0122521792308217
xgb_abs_resid_peer,moisture_associated_history,227,0.554650502417564,-0.5183439630913318
xgb_abs_resid_peer,ordinary_noise,1196,0.04229839211742826,0.03510385205328469
xgb_abs_resid_peer,tester_channel_fault,145,0.4107570247308947,-0.3448972940226694
