component_id,batch_id,component_family,measurement_name,as_of_hour,last_observed_hour,n_observations,initial_value,current_value,delta,percent_change,slope,acceleration,variability,upper_limit,delta_fraction_of_limit,slope_fraction_per_hour,acceleration_fraction_per_hour2,variability_fraction_of_limit,limit_fraction,distance_to_upper_limit,distance_fraction_to_upper_limit,temperature_c,humidity_pct,test_condition,data_source,current_batch_robust_z,slope_batch_robust_z,robust_deviation_score,robust_anomaly_score,is_robust_anomaly,model_anomaly_score,is_model_anomaly,anomaly_score,is_anomaly,reason_codes,flag_fixed_limit,flag_robust_mad,flag_isolation_forest,flag_combined,scenario,is_defect,is_tester_fault,defect_onset_hour,first_exceedance_hour,is_true_anomaly,is_detectable_by_as_of,is_future_limit_failure,is_early_future_failure
B01-C011,B01,Digital IC,leakage_ua,24.0,24.0,4,10.888802341889404,13.493315473632546,2.6045131317431416,0.2391918826300608,0.08867883860703223,-0.0008055484436819438,1.1571211377933321,50.0,0.052090262634862834,0.0017735767721406446,-1.6110968873638877e-05,0.023142422755866643,0.2698663094726509,36.50668452636745,0.730133690527349,127.31921059190108,15.52539635027575,dynamic_burn_in,synthetic,1.5551023962186958,1.1876349933092907,1.5551023962186958,0.12511078919703342,False,0.18242552380635615,False,0.18242552380635615,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C012,B01,Digital IC,leakage_ua,24.0,24.0,4,10.971025117427029,11.619570943635875,0.6485458262088457,0.059114423608296815,0.022147641982393322,0.0004163933726895235,0.31181148264984393,50.0,0.012970916524176914,0.00044295283964786646,8.32786745379047e-06,0.006236229652996878,0.2323914188727175,38.38042905636412,0.7676085811272825,127.63464950200577,15.102126346697585,dynamic_burn_in,synthetic,0.15125972557287007,0.03235178239913068,0.15125972557287007,0.03393643971810867,False,1.0235385967117812e-09,False,0.03393643971810867,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C013,B01,Digital IC,leakage_ua,24.0,24.0,4,9.737738375024017,10.104312667457616,0.36657429243359907,0.0376447054044718,0.007707585266588538,-0.004926253908170092,0.2460105053706009,50.0,0.007331485848671981,0.00015415170533177077,-9.852507816340184e-05,0.004920210107412018,0.20208625334915234,39.89568733254238,0.7979137466508476,127.07469022685413,13.944502004756314,dynamic_burn_in,synthetic,-0.9839986787049295,-0.21839307016198636,0.9839986787049295,0.0747440133607396,False,4.3183884131957624e-05,False,0.0747440133607396,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C014,B01,Digital IC,leakage_ua,24.0,24.0,4,13.089993193809713,14.545395487630781,1.4554022938210682,0.11118434305293079,0.06734356307614325,0.003098738488515076,0.6284881150819284,50.0,0.029108045876421365,0.0013468712615228651,6.197476977030151e-05,0.012569762301638567,0.2909079097526156,35.454604512369215,0.7090920902473843,127.00052455525686,15.057281736450637,dynamic_burn_in,synthetic,2.343339422632859,0.8171578807444727,2.343339422632859,0.23927460509901738,False,0.03557118927263618,False,0.23927460509901738,False,['The rate of change is accelerating'],False,False,False,False,accelerating_drift,True,False,0.0,168.0,True,True,True,True
B01-C015,B01,Digital IC,leakage_ua,24.0,24.0,4,10.254194298321083,10.258351163418265,0.004156865097181495,0.0004053819321389392,-0.002276305076430587,0.0004930230166039526,0.13984658349909215,50.0,8.313730194362989e-05,-4.5526101528611735e-05,9.860460332079052e-06,0.002796931669981843,0.2051670232683653,39.74164883658173,0.7948329767316347,127.33755884142658,16.077657144784393,dynamic_burn_in,synthetic,-0.8685903025416928,-0.39175867123380803,0.8685903025416928,0.06714409920626671,False,3.199176627183627e-05,False,0.06714409920626671,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C016,B01,Digital IC,leakage_ua,24.0,24.0,4,10.630031344470671,10.708637397059736,0.07860605258906439,0.0073947150334558705,0.007757014166419127,0.0034000278407983597,0.1703967424625126,50.0,0.0015721210517812877,0.00015514028332838255,6.80005568159672e-05,0.003407934849250252,0.2141727479411947,39.29136260294027,0.7858272520588053,127.06591370352092,13.64389357274432,dynamic_burn_in,synthetic,-0.5312278613601217,-0.21753476036139435,0.5312278613601217,0.04885674983444451,False,1.8505977728634502e-06,False,0.04885674983444451,False,['The rate of change is accelerating'],False,False,False,False,sudden_step,True,False,72.0,72.0,True,False,True,True
B01-C017,B01,Digital IC,leakage_ua,24.0,24.0,4,9.744892703055292,11.301223613177733,1.5563309101224405,0.15970734184015056,0.0582399124000465,-0.007595568185562562,0.6319953039149615,50.0,0.03112661820244881,0.00116479824800093,-0.00015191136371125124,0.01263990607829923,0.22602447226355465,38.69877638682227,0.7739755277364453,127.53229937616038,15.245699744892427,dynamic_burn_in,synthetic,-0.08725174673767015,0.6590772310994223,0.6590772310994223,0.0551524319602195,False,0.022977369910025615,False,0.0551524319602195,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C018,B01,Digital IC,leakage_ua,24.0,24.0,4,10.28496241007562,10.414046078713088,0.12908366863746856,0.012550718562764244,0.008579590051956546,0.0003871870722113899,0.14561610715430728,50.0,0.0025816733727493713,0.00017159180103913093,7.743741444227799e-06,0.0029123221430861455,0.20828092157426176,39.585953921286915,0.7917190784257383,127.2668930250372,13.406553628857598,dynamic_burn_in,synthetic,-0.7519409076031796,-0.20325111361410286,0.7519409076031796,0.06019635898499928,False,8.741613440414344e-07,False,0.06019635898499928,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C019,B01,Digital IC,leakage_ua,24.0,24.0,4,10.329604390157337,11.217384203474886,0.8877798133175485,0.08594519013365876,0.03539183390891,-0.00011775266368415267,0.3208633447853015,50.0,0.01775559626635097,0.0007078366781782,-2.3550532736830536e-06,0.00641726689570603,0.2243476840694977,38.782615796525114,0.7756523159305023,127.08598373512963,14.035775098379778,dynamic_burn_in,synthetic,-0.1500657210753689,0.2623310004357738,0.2623310004357738,0.037772521262174896,False,2.7750831652298786e-08,False,0.037772521262174896,False,[],False,False,False,False,accelerating_drift,True,False,0.0,144.0,True,True,True,True
B01-C020,B01,Digital IC,leakage_ua,24.0,24.0,4,11.182380658589507,11.656616329526349,0.47423567093684227,0.0424091868642093,0.011497302799879084,-0.0067029833321713235,0.3219833138650552,50.0,0.009484713418736846,0.00022994605599758168,-0.00013405966664342648,0.006439666277301104,0.233132326590527,38.34338367047365,0.766867673409473,127.99629434577508,16.500673610132367,dynamic_burn_in,synthetic,0.1790147864315032,-0.15258639205571844,0.1790147864315032,0.03485824764989752,False,8.741613440414344e-07,False,0.03485824764989752,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C021,B01,Digital IC,leakage_ua,24.0,24.0,4,11.201223931789093,11.795757244881026,0.594533313091933,0.053077531233408026,0.02160706923227904,0.0008731059504728215,0.2722628604519939,50.0,0.011890666261838661,0.0004321413846455808,1.746211900945643e-05,0.005445257209039878,0.23591514489762053,38.204242755118976,0.7640848551023796,127.6220762178686,15.474119936761767,dynamic_burn_in,synthetic,0.2832616306947183,0.02296498862167916,0.2832616306947183,0.0385406644034051,False,5.329544802469174e-09,False,0.0385406644034051,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C022,B01,Digital IC,leakage_ua,24.0,24.0,4,11.19164998443104,11.662936051552133,0.47128606712109367,0.04211050808207105,0.01666455589535526,0.0013828915975383617,0.2628421859785094,50.0,0.009425721342421874,0.0003332911179071052,2.7657831950767235e-05,0.005256843719570188,0.23325872103104267,38.33706394844786,0.7667412789689573,127.16292902734799,15.761700792887979,dynamic_burn_in,synthetic,0.18374963438136338,-0.06285945115298398,0.18374963438136338,0.0350178941540351,False,1.9657049413087027e-10,False,0.0350178941540351,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C023,B01,Digital IC,leakage_ua,24.0,24.0,4,11.15987446289991,11.538366795802315,0.3784923329024039,0.03391546510318469,0.008987760709993223,0.003043982670559399,0.4950940472321615,50.0,0.007569846658048079,0.00017975521419986447,6.087965341118798e-05,0.00990188094464323,0.23076733591604628,38.46163320419768,0.7692326640839536,127.62427717155721,14.448118162759144,dynamic_burn_in,synthetic,0.0904201362173318,-0.19616342043647417,0.19616342043647417,0.035439806297133315,False,2.7750831652298786e-08,False,0.035439806297133315,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C024,B01,Digital IC,leakage_ua,24.0,24.0,4,10.744210889853218,11.258165210746379,0.513954320893161,0.04783546471323799,0.019790833021968175,-0.0037626786335947203,0.27758760721192494,50.0,0.01027908641786322,0.00039581666043936347,-7.525357267189441e-05,0.005551752144238499,0.22516330421492758,38.74183478925362,0.7748366957850724,127.34230126384101,14.210223975101917,dynamic_burn_in,synthetic,-0.11951186635124549,-0.008573106396473157,0.11951186635124549,0.03291085506904446,False,2.2838233118399937e-10,False,0.03291085506904446,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C025,B01,Digital IC,leakage_ua,24.0,24.0,4,12.760725904961474,13.21711079780838,0.45638489284690564,0.035764806504421466,0.020470850512427086,0.0009223003775062788,0.18710622856984355,50.0,0.009127697856938113,0.00040941701024854173,1.8446007550125577e-05,0.003742124571396871,0.2643422159561676,36.78288920219162,0.7356577840438324,127.834102686942,16.285457411451166,dynamic_burn_in,synthetic,1.3481649490126184,0.003235080284502594,1.3481649490126184,0.10415986900612903,False,3.716893710288947e-05,False,0.10415986900612903,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C026,B01,Digital IC,leakage_ua,24.0,24.0,4,12.77462835574576,13.59514062101818,0.8205122652724199,0.0642298345143928,0.03538198131129336,0.005758751249811258,0.4829425178206778,50.0,0.0164102453054484,0.0007076396262258672,0.00011517502499622516,0.009658850356413557,0.27190281242036357,36.40485937898182,0.7280971875796364,127.00651730745737,15.97406640289545,dynamic_burn_in,synthetic,1.6313916045693175,0.26215991467168365,1.6313916045693175,0.13370282490574256,False,0.0028716291557003924,False,0.13370282490574256,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C027,B01,Digital IC,leakage_ua,24.0,24.0,4,10.315834151169645,10.228698933441564,-0.08713521772808086,-0.008446744727686532,0.0018693985031117656,0.0013013735955053,0.18723491208655693,50.0,-0.0017427043545616171,3.738797006223531e-05,2.6027471910106e-05,0.0037446982417311384,0.20457397866883129,39.771301066558436,0.7954260213311687,126.65546406206789,14.505568865390366,dynamic_burn_in,synthetic,-0.890806279722515,-0.3197704614038089,0.890806279722515,0.06854906685374405,False,0.00010620852129827626,False,0.06854906685374405,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C028,B01,Digital IC,leakage_ua,24.0,24.0,4,9.989808414999944,10.51635589001993,0.5265474750199868,0.0527084657829236,0.023818669355535137,0.001408911772667899,0.22105418677482688,50.0,0.010530949500399735,0.00047637338711070275,2.817823545335798e-05,0.004421083735496538,0.21032711780039862,39.48364410998007,0.7896728821996014,127.58274412140179,13.455478767729042,dynamic_burn_in,synthetic,-0.6752885804374678,0.06136839365976609,0.6752885804374678,0.056003333477664716,False,1.76947116703625e-08,False,0.056003333477664716,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C029,B01,Digital IC,leakage_ua,24.0,24.0,4,11.293526770123723,10.977887033202911,-0.3156397369208115,-0.027948730573324136,-0.010846372970902478,-0.0026734758740359476,0.29217831250237325,50.0,-0.00631279473841623,-0.00021692745941804956,-5.346951748071895e-05,0.005843566250047465,0.21955774066405823,39.02211296679709,0.7804422593359418,127.14602566704167,14.900613027270635,dynamic_burn_in,synthetic,-0.3295012533713986,-0.5405739046453308,0.5405739046453308,0.049292894081828645,False,6.772414961977011e-05,False,0.049292894081828645,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C030,B01,Digital IC,leakage_ua,24.0,24.0,4,12.105347337842497,9.59499041577397,-2.510356922068528,-0.20737586886258993,-0.08851863492275978,0.0019442992615542425,1.0029154232637443,50.0,-0.050207138441370563,-0.0017703726984551957,3.888598523108485e-05,0.020058308465274885,0.19189980831547937,40.40500958422603,0.8081001916845206,127.38464500314348,13.475581384660666,dynamic_burn_in,synthetic,-1.3655919528020057,-1.8893165207245557,1.8893165207245557,0.1664937430903498,False,0.4255574831883409,False,0.4255574831883409,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C031,B01,Digital IC,leakage_ua,24.0,24.0,4,11.421274358511406,12.01866329771444,0.597388939203034,0.05230492854397159,0.023517432220715714,-0.0016129835840434802,0.22267791636431872,50.0,0.01194777878406068,0.00047034864441431427,-3.2259671680869606e-05,0.004453558327286374,0.2403732659542888,37.98133670228556,0.7596267340457112,127.03690824688509,15.034137351340204,dynamic_burn_in,synthetic,0.45026680322660856,0.056137551257772124,0.45026680322660856,0.04522899353766885,False,8.741613440414344e-07,False,0.04522899353766885,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C032,B01,Digital IC,leakage_ua,24.0,24.0,4,8.778452594500761,9.111993373499399,0.3335407789986373,0.03799539559028696,0.00402876244680366,-0.006820625922901082,0.32165387692052155,50.0,0.006670815579972746,8.05752489360732e-05,-0.00013641251845802164,0.006433077538410431,0.18223986746998797,40.8880066265006,0.817760132530012,127.04791325296007,17.340042074046796,dynamic_burn_in,synthetic,-1.7274619125995523,-0.28227411327006546,1.7274619125995523,0.14522697687250138,False,0.026596993576865856,False,0.14522697687250138,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C033,B01,Digital IC,leakage_ua,24.0,24.0,4,10.785048494573367,13.415329574248293,2.6302810796749263,0.24388217456772543,0.11438441460928776,-0.0032339486917834317,1.0970777864566787,50.0,0.052605621593498526,0.002287688292185755,-6.467897383566863e-05,0.021941555729133574,0.2683065914849659,36.58467042575171,0.7316934085150342,127.31126014064517,16.07064664191,dynamic_burn_in,synthetic,1.4966739757421328,1.6340003360180522,1.6340003360180522,0.13400527366430906,False,0.23147521650098218,False,0.23147521650098218,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C034,B01,Digital IC,leakage_ua,24.0,24.0,4,10.247947063959105,12.202173955510236,1.9542268915511318,0.190694475620774,0.08234122635558772,0.0027658782304548156,0.7492961456982435,50.0,0.039084537831022635,0.0016468245271117543,5.531756460909631e-05,0.014985922913964871,0.24404347911020474,37.79782604448977,0.7559565208897954,127.39926126666826,15.749205716175714,dynamic_burn_in,synthetic,0.587756246321864,1.0775853113133278,1.0775853113133278,0.08147935629519715,False,0.0953494648991093,False,0.0953494648991093,False,['The rate of change is accelerating'],False,False,False,False,accelerating_drift,True,False,0.0,144.0,True,True,True,True
B01-C035,B01,Digital IC,leakage_ua,24.0,24.0,4,11.198866789068983,11.681835627117502,0.4829688380485191,0.043126581210871845,0.020098242721589082,0.00041971052611127093,0.18094170589536354,50.0,0.009659376760970381,0.00040196485443178166,8.394210522225418e-06,0.0036188341179072708,0.23363671254235005,38.3181643728825,0.76636328745765,127.24312695072368,13.17345392653702,dynamic_burn_in,synthetic,0.19790953196132177,-0.003235080284502594,0.19790953196132177,0.035499543512513165,False,3.581747929000276e-10,False,0.035499543512513165,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C036,B01,Digital IC,leakage_ua,24.0,24.0,4,9.452675531185212,9.990335536259062,0.5376600050738496,0.05687913472752362,0.024856486499636742,0.00011197469572702771,0.24398487617701503,50.0,0.010753200101476991,0.0004971297299927349,2.2394939145405545e-06,0.0048796975235403,0.19980671072518125,40.00966446374094,0.8001932892748188,127.48110993597156,16.167166770903595,dynamic_burn_in,synthetic,-1.0693923690895053,0.07938960451126748,1.0693923690895053,0.08086829135012542,False,1.1195359505113293e-05,False,0.08086829135012542,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B01-C037,B01,Digital IC,leakage_ua,24.0,24.0,4,10.26943284377022,10.097879897856577,-0.17155294591364267,-0.016705201594235303,-0.025107697390553657,-0.012092787179088745,0.6138808045996074,50.0,-0.0034310589182728534,-0.0005021539478110731,-0.0002418557435817749,0.012277616091992148,0.20195759795713156,39.90212010214342,0.7980424020428685,127.48958161792856,14.473488808281484,dynamic_burn_in,synthetic,-0.9888182239053567,-0.7882151542131236,0.9888182239053567,0.07507800419612841,False,0.0474258731775668,False,0.07507800419612841,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C038,B01,Digital IC,leakage_ua,24.0,24.0,4,9.938353563037165,17.796096135926575,7.857742572889411,0.7906483224861324,0.33470773236535295,0.0030293974495587002,2.9779920089345926,50.0,0.1571548514577882,0.006694154647307059,6.0587948991174e-05,0.05955984017869185,0.3559219227185315,32.203903864073425,0.6440780772814685,126.92750054305918,16.050280772844147,dynamic_burn_in,synthetic,4.778822065286281,5.459812028714147,5.459812028714147,0.8765126081905353,True,0.7407748991821541,True,0.8765126081905353,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components', 'The rate of change is accelerating']",False,True,True,True,gradual_drift,True,False,0.0,120.0,True,True,True,True
B01-C039,B01,Digital IC,leakage_ua,24.0,24.0,4,11.799162463594307,11.118125021277363,-0.6810374423169439,-0.05771913425365986,-0.02936125867185623,-0.004868646022866136,0.405724901006855,50.0,-0.013620748846338878,-0.0005872251734371246,-9.737292045732272e-05,0.0081144980201371,0.22236250042554725,38.881874978722635,0.7776374995744527,127.26137226939552,14.892160224425186,dynamic_burn_in,synthetic,-0.22443246274774542,-0.8620762627482813,0.8620762627482813,0.06673723596034867,False,0.017124033315727722,False,0.06673723596034867,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B01-C040,B01,Digital IC,leakage_ua,24.0,24.0,4,12.27483603912174,18.61917490648572,6.344338867363982,0.5168573207123602,0.2671389432599994,-0.003403778533874893,2.3956613310533124,50.0,0.12688677734727963,0.0053427788651999875,-6.807557067749787e-05,0.04791322662106625,0.37238349812971444,31.38082509351428,0.6276165018702856,127.15976311382558,12.495126231062422,dynamic_burn_in,synthetic,5.395487294145247,4.286511508127456,5.395487294145247,0.8693799233140397,True,0.4255574831883409,False,0.8693799233140397,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components']",False,True,False,True,gradual_drift,True,False,0.0,168.0,True,True,True,True
B05-C001,B05,Digital IC,leakage_ua,24.0,24.0,4,11.638565878359868,12.26449167764193,0.6259257992820615,0.05378032017208192,0.024550119227722083,0.002027641016107633,0.29606623712305846,50.0,0.01251851598564123,0.0004910023845544416,4.055282032215266e-05,0.005921324742461169,0.2452898335528386,37.73550832235807,0.7547101664471615,126.52329664507371,16.239349208920334,dynamic_burn_in,synthetic,0.4264214579682064,0.01716483586152484,0.4264214579682064,0.04421036651613129,False,2.9023119852110915e-06,False,0.04421036651613129,False,['The rate of change is accelerating'],False,False,False,False,sudden_step,True,False,72.0,72.0,True,False,True,True
B05-C002,B05,Digital IC,leakage_ua,24.0,24.0,4,11.195949871820336,11.324322907252752,0.12837303543241596,0.011466024491188968,0.006690631045059927,-0.00046436188718779805,0.10602998620870398,50.0,0.0025674607086483194,0.00013381262090119854,-9.28723774375596e-06,0.0021205997241740796,0.22648645814505503,38.67567709274725,0.773513541854945,126.79292187561362,15.223864683788845,dynamic_burn_in,synthetic,-0.23186158954537467,-0.3405277390601144,0.3405277390601144,0.04071966289296306,False,2.1668312237652324e-09,False,0.04071966289296306,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B05-C003,B05,Digital IC,leakage_ua,24.0,24.0,4,10.750945795305615,11.743259381410928,0.992313586105313,0.09230011991490138,0.03977480686609946,0.0023486991042047036,0.4181831760344797,50.0,0.01984627172210626,0.0007954961373219892,4.697398208409407e-05,0.008363663520689594,0.23486518762821856,38.25674061858907,0.7651348123717814,126.84828250306057,15.203865628119999,dynamic_burn_in,synthetic,0.061467424998771114,0.32208722042546495,0.32208722042546495,0.04000541670114372,False,6.475947982049256e-07,False,0.04000541670114372,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B05-C004,B05,Digital IC,leakage_ua,24.0,24.0,4,10.107524805532512,10.957756388871713,0.8502315833392018,0.08411867392834042,0.03810816960242647,-0.00023702468640001022,0.3636182983080183,50.0,0.017004631666784037,0.0007621633920485293,-4.740493728000204e-06,0.0072723659661603655,0.21915512777743426,39.042243611128285,0.7808448722225657,126.85732060634025,13.48449832390515,dynamic_burn_in,synthetic,-0.4885224492082905,0.2887075530908614,0.4885224492082905,0.046910040894768155,False,1.3709572068578448e-06,False,0.046910040894768155,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
