component_id,batch_id,component_family,measurement_name,as_of_hour,last_observed_hour,n_observations,initial_value,current_value,delta,percent_change,slope,acceleration,variability,upper_limit,delta_fraction_of_limit,slope_fraction_per_hour,acceleration_fraction_per_hour2,variability_fraction_of_limit,limit_fraction,distance_to_upper_limit,distance_fraction_to_upper_limit,temperature_c,humidity_pct,test_condition,data_source,current_batch_robust_z,slope_batch_robust_z,robust_deviation_score,robust_anomaly_score,is_robust_anomaly,model_anomaly_score,is_model_anomaly,anomaly_score,is_anomaly,reason_codes,flag_fixed_limit,flag_robust_mad,flag_isolation_forest,flag_combined,scenario,is_defect,is_tester_fault,anomaly_onset_hour,first_exceedance_hour,is_true_anomaly,is_started_by_as_of,is_future_limit_failure,is_early_future_failure
B03-C011,B03,Digital IC,leakage_ua,24.0,24.0,4,8.6962573081122,9.461873711218479,0.7656164031062787,0.08803975963223656,0.013795166631868517,-0.01742798110657517,0.8128389319288515,50.0,0.015312328062125574,0.0002759033326373703,-0.0003485596221315034,0.01625677863857703,0.18923747422436957,40.53812628878152,0.8107625257756303,126.18951141140691,13.573756008082906,dynamic_burn_in,synthetic,-2.130596147934039,-0.3757934684623844,2.130596147934039,0.20271618017392087,False,0.19193278644723655,False,0.20271618017392087,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C012,B03,Digital IC,leakage_ua,24.0,24.0,4,10.649324129047748,16.89658793987383,6.24726381082608,0.5866347699743367,0.2626554647840418,0.002672557478153549,2.3343261585132034,50.0,0.1249452762165216,0.0052531092956808354,5.345114956307098e-05,0.04668652317026407,0.33793175879747656,33.103412060126175,0.6620682412025235,126.42660775869709,13.449316604618812,dynamic_burn_in,synthetic,5.4534827196669315,11.309961172934596,11.309961172934596,0.9995944907058582,True,0.6370307944803828,True,0.9995944907058582,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components', 'The rate of change is accelerating']",False,True,True,True,gradual_drift,True,False,0.0,144.0,True,True,True,True
B03-C013,B03,Digital IC,leakage_ua,24.0,24.0,4,11.7791391865726,11.941188643593318,0.16204945702071782,0.013757325934771443,-0.0002215160395053707,0.0025266241253650967,0.46375018139849133,50.0,0.0032409891404143565,-4.430320790107414e-06,5.053248250730193e-05,0.009275003627969826,0.23882377287186635,38.05881135640668,0.7611762271281336,126.23269457114701,18.055199615122234,dynamic_burn_in,synthetic,0.39852863164102387,-1.0339760544361352,1.0339760544361352,0.07827461773525608,False,2.144494842091391e-05,False,0.07827461773525608,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C014,B03,Digital IC,leakage_ua,24.0,24.0,4,11.59060552659626,11.760017054901981,0.16941152830572115,0.014616279358052759,-0.0021286282230147317,-0.0073696110728243116,0.33647421314996573,50.0,0.003388230566114423,-4.257256446029463e-05,-0.00014739222145648622,0.006729484262999314,0.2352003410980396,38.23998294509802,0.7647996589019604,126.69650932838394,15.013953348940136,dynamic_burn_in,synthetic,0.21371727575758903,-1.1235284869277242,1.1235284869277242,0.0849845470484095,False,8.939696304799152e-06,False,0.0849845470484095,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C015,B03,Digital IC,leakage_ua,24.0,24.0,4,9.95018664351307,10.625167117567115,0.6749804740540437,0.0678359610966786,0.026762470490743807,0.0013858546153733581,0.2807670696300219,50.0,0.013499609481080874,0.0005352494098148762,2.7717092307467164e-05,0.005615341392600438,0.2125033423513423,39.374832882432884,0.7874966576486577,126.9191748012675,14.265072623731701,dynamic_burn_in,synthetic,-0.9439319845820758,0.23311334544248996,0.9439319845820758,0.07201988686438682,False,1.0467401685178159e-08,False,0.07201988686438682,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C016,B03,Digital IC,leakage_ua,24.0,24.0,4,11.106212652806688,11.68986448623937,0.5836518334326826,0.05255183307562421,0.02418977469120513,-0.0014718071388666997,0.23659086241425598,50.0,0.011673036668653651,0.00048379549382410257,-2.9436142777333993e-05,0.004731817248285119,0.23379728972478742,38.31013551376063,0.7662027102752126,126.30133243493046,15.81565206424643,dynamic_burn_in,synthetic,0.14215533038362993,0.1123070452668865,0.14215533038362993,0.03363921756121193,False,1.8982568599164275e-11,False,0.03363921756121193,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C017,B03,Digital IC,leakage_ua,24.0,24.0,4,11.20887091773829,11.993954982756831,0.7850840650185411,0.07004131555981503,0.009883799843705384,-0.007290861395868309,0.7193933660708747,50.0,0.01570168130037082,0.00019767599687410767,-0.00014581722791736618,0.014387867321417494,0.23987909965513662,38.00604501724317,0.7601209003448633,126.57416393219165,16.120696654476273,dynamic_burn_in,synthetic,0.4523550552886541,-0.5594598585550066,0.5594598585550066,0.05018552004741379,False,0.00027803096387751504,False,0.05018552004741379,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C018,B03,Digital IC,leakage_ua,24.0,24.0,4,10.366216962205582,11.092630480273202,0.7264135180676199,0.07007508339021525,0.026461476251750736,-0.002218508468540634,0.2607366968570539,50.0,0.014528270361352397,0.0005292295250350147,-4.437016937081268e-05,0.005214733937141078,0.22185260960546405,38.9073695197268,0.778147390394536,126.88650043479554,15.221638193543193,dynamic_burn_in,synthetic,-0.4670772055762483,0.21897953281161286,0.4670772055762483,0.045960497756419534,False,3.581747929000276e-10,False,0.045960497756419534,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C019,B03,Digital IC,leakage_ua,24.0,24.0,4,10.793622789425848,11.13397065717484,0.34034786774899217,0.03153231073467007,0.011972791954316251,-0.001588746974560419,0.12925307131962727,50.0,0.006806957354979843,0.00023945583908632502,-3.177493949120838e-05,0.0025850614263925454,0.22267941314349682,38.86602934282516,0.7773205868565032,125.99032575110638,13.648488676042577,dynamic_burn_in,synthetic,-0.4249064976808213,-0.4613668745247235,0.4613668745247235,0.045710758597134304,False,7.052879850614729e-11,False,0.045710758597134304,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C020,B03,Digital IC,leakage_ua,24.0,24.0,4,10.9345406150155,11.163762388405745,0.22922177339024508,0.02096309131409451,0.009442737400140686,-0.0007158399997057647,0.0960253666762746,50.0,0.004584435467804901,0.0001888547480028137,-1.4316799994115294e-05,0.001920507333525492,0.22327524776811492,38.83623761159426,0.7767247522318851,126.5826615212124,14.111802432904062,dynamic_burn_in,synthetic,-0.39451624564037185,-0.5801708660371258,0.5801708660371258,0.05118199794580865,False,5.263340134004548e-09,False,0.05118199794580865,False,[],False,False,False,False,tester_fault,False,True,12.0,,True,True,False,False
B03-C021,B03,Digital IC,leakage_ua,24.0,24.0,4,11.366791953816954,11.641241835254744,0.2744498814377909,0.024144884726743945,0.015221479886835585,0.0003779099604010708,0.20231615778478174,50.0,0.005488997628755818,0.0003044295977367117,7.558199208021416e-06,0.0040463231556956344,0.23282483670509488,38.358758164745254,0.7671751632949051,126.33303196067357,15.698270807730758,dynamic_burn_in,synthetic,0.09255584229598426,-0.3088179530303262,0.3088179530303262,0.03949890975242256,False,1.4783639289797926e-11,False,0.03949890975242256,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C022,B03,Digital IC,leakage_ua,24.0,24.0,4,11.670459122897647,12.205134489541619,0.5346753666439721,0.045814424352417255,0.0344927952884859,-0.002370965551010067,0.7500496533950188,50.0,0.010693507332879442,0.000689855905769718,-4.741931102020134e-05,0.015000993067900377,0.24410268979083238,37.79486551045838,0.7558973102091676,126.73956075214014,15.312687685233682,dynamic_burn_in,synthetic,0.6677771933049222,0.5961068785832522,0.6677771933049222,0.055607551081072376,False,7.967300986103147e-05,False,0.055607551081072376,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C023,B03,Digital IC,leakage_ua,24.0,24.0,4,9.721691781958153,10.12991982301773,0.40822804105957644,0.0419914609736116,0.012659062964021896,-0.00446401355200918,0.23660752984867758,50.0,0.00816456082119153,0.00025318125928043794,-8.92802710401836e-05,0.004732150596973551,0.2025983964603546,39.87008017698227,0.7974016035396454,126.45873287281204,11.811531507532408,dynamic_burn_in,synthetic,-1.4491288792188528,-0.42914158709852224,1.4491288792188528,0.1139643889613138,False,5.8291265661138536e-05,False,0.1139643889613138,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C024,B03,Digital IC,leakage_ua,24.0,24.0,4,10.753751215253889,11.570113707914954,0.8163624926610655,0.07591420670984825,0.02720294875690221,-0.004323507142092768,0.31992631159430085,50.0,0.01632724985322131,0.0005440589751380441,-8.647014284185536e-05,0.006398526231886017,0.2314022741582991,38.429886292085044,0.7685977258417008,126.3256941790607,15.590373591829442,dynamic_burn_in,synthetic,0.01999873910961242,0.25379692165538814,0.25379692165538814,0.0374635643141086,False,4.320412697441966e-10,False,0.0374635643141086,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C025,B03,Digital IC,leakage_ua,24.0,24.0,4,10.69419007766952,11.34848926296305,0.6542991852935298,0.061182677747590106,0.02726657409639654,0.0013532727720255771,0.2600673836905408,50.0,0.013085983705870597,0.0005453314819279307,2.7065455440511543e-05,0.0052013476738108156,0.22696978525926098,38.65151073703695,0.773030214740739,126.98828926171248,15.93137064511897,dynamic_burn_in,synthetic,-0.2060781776096911,0.25678458224981404,0.25678458224981404,0.037571448496675215,False,1.0923714004835392e-10,False,0.037571448496675215,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C026,B03,Digital IC,leakage_ua,24.0,24.0,4,11.379663994066672,11.60448519111665,0.2248211970499785,0.01975640029153758,0.014600288629241499,0.0010459267726809745,0.22572466934784788,50.0,0.00449642394099957,0.00029200577258482995,2.091853545361949e-05,0.004514493386956957,0.232089703822333,38.39551480888335,0.7679102961776669,126.36411660457195,18.256801010996266,dynamic_burn_in,synthetic,0.05506075109567744,-0.3379872848824746,0.3379872848824746,0.04062054446210124,False,5.159997127890264e-11,False,0.04062054446210124,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C027,B03,Digital IC,leakage_ua,24.0,24.0,4,11.4236936438204,12.191927510986384,0.7682338671659839,0.06724916573559873,0.03819383586218228,-0.0006319158309304554,0.4613792461580538,50.0,0.015364677343319677,0.0007638767172436456,-1.263831661860911e-05,0.009227584923161076,0.24383855021972767,37.80807248901362,0.7561614497802723,126.51345941482933,14.051405900503127,dynamic_burn_in,synthetic,0.6543048843653849,0.7698969623499475,0.7698969623499475,0.06122024073908016,False,2.4300240743279554e-05,False,0.06122024073908016,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C028,B03,Digital IC,leakage_ua,24.0,24.0,4,10.29811587795127,10.693625470893934,0.3955095929426644,0.03840601500605254,0.013357688991982818,-0.0029641115574155865,0.1806967940738574,50.0,0.007910191858853288,0.00026715377983965635,-5.928223114831173e-05,0.0036139358814771478,0.2138725094178787,39.306374529106066,0.7861274905821213,126.28629971625416,16.05148484505073,dynamic_burn_in,synthetic,-0.8740982916103155,-0.3963361440066998,0.8740982916103155,0.06748991995767735,False,3.850741907939403e-09,False,0.06748991995767735,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C029,B03,Digital IC,leakage_ua,24.0,24.0,4,12.663421488402113,13.607190592606909,0.9437691042047955,0.07452718090992655,0.03682433766585215,-0.0011664439394449277,0.33473363129997963,50.0,0.01887538208409591,0.000736486753317043,-2.3328878788898555e-05,0.006694672625999593,0.27214381185213815,36.39280940739309,0.7278561881478618,127.1042673859743,15.322665581481257,dynamic_burn_in,synthetic,2.0980008354544584,0.7055893165624153,2.0980008354544584,0.19749906585811852,False,0.003824483644637211,False,0.19749906585811852,False,[],False,False,False,False,sudden_step,True,False,48.0,48.0,True,False,True,True
B03-C030,B03,Digital IC,leakage_ua,24.0,24.0,4,11.209433642981953,11.530903960018323,0.3214703170363702,0.028678551234177438,0.008452113433967247,-0.003389241322677705,0.17603977421025377,50.0,0.006429406340727404,0.00016904226867934494,-6.77848264535541e-05,0.0035207954842050755,0.23061807920036645,38.46909603998168,0.7693819207996335,126.7467087118906,13.778328668682486,dynamic_burn_in,synthetic,-0.01999873910961242,-0.6266876816824712,0.6266876816824712,0.053488708826554265,False,9.736200303530205e-10,False,0.053488708826554265,False,[],False,False,False,False,sudden_step,True,False,48.0,,True,False,False,False
B03-C031,B03,Digital IC,leakage_ua,24.0,24.0,4,10.43262716009344,11.0526065230061,0.6199793629126589,0.059426964406835564,0.021027991817222563,-0.0017084842535106607,0.23699743779995475,50.0,0.012399587258253178,0.00042055983634445125,-3.4169685070213215e-05,0.004739948755999095,0.22105213046012198,38.9473934769939,0.778947869539878,126.74378368340473,14.4344862672117,dynamic_burn_in,synthetic,-0.5079052507669102,-0.03616106784345935,0.5079052507669102,0.047784286434423444,False,1.0261879630648792e-10,False,0.047784286434423444,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C032,B03,Digital IC,leakage_ua,24.0,24.0,4,11.007058614922922,11.582663067751179,0.5756044528282569,0.05229412079698347,0.02420102242829403,-0.002099265051879585,0.26525317116795755,50.0,0.011512089056565138,0.0004840204485658806,-4.1985301037591704e-05,0.005305063423359151,0.2316532613550236,38.41733693224882,0.7683467386449765,126.50201424683593,14.546798293343862,dynamic_burn_in,synthetic,0.03280021766126967,0.11283520623457723,0.11283520623457723,0.03269901356386697,False,2.2671445131627192e-12,False,0.03269901356386697,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C033,B03,Digital IC,leakage_ua,24.0,24.0,4,10.403675762444164,10.42311000172374,0.019434239279576104,0.0018680166244445092,-0.005509913998434547,-0.003128297065895742,0.1896171794079819,50.0,0.0003886847855915221,-0.00011019827996869094,-6.256594131791483e-05,0.003792343588159638,0.2084622000344748,39.57688999827626,0.7915377999655252,126.44444982045923,15.29985698970734,dynamic_burn_in,synthetic,-1.1500484613135948,-1.2823038168513443,1.2823038168513443,0.09817258335818589,False,0.0009110511944006438,False,0.09817258335818589,False,[],False,False,False,False,tester_fault,False,True,12.0,,True,True,False,False
B03-C034,B03,Digital IC,leakage_ua,24.0,24.0,4,9.887653458082768,10.135985097702084,0.24833163961931604,0.02511532596405011,0.012416000143240779,0.0013292177063253623,0.12749935720957534,50.0,0.004966632792386321,0.0002483200028648156,2.6584354126507247e-05,0.002549987144191507,0.20271970195404168,39.86401490229792,0.7972802980459583,126.77677436752509,15.457611981506368,dynamic_burn_in,synthetic,-1.4429417521625745,-0.44055510909131973,1.4429417521625745,0.11334112510639284,False,2.7535691114583473e-05,False,0.11334112510639284,False,['The rate of change is accelerating'],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C035,B03,Digital IC,leakage_ua,24.0,24.0,4,10.511558512846182,11.404374251874877,0.8928157390286948,0.08493657129317067,0.035685622698691404,0.0007933093567778987,0.3374312687061218,50.0,0.017856314780573895,0.0007137124539738281,1.5866187135557976e-05,0.006748625374122436,0.22808748503749754,38.59562574812512,0.7719125149625025,126.86617753084379,13.536862626793194,dynamic_burn_in,synthetic,-0.1490704500243145,0.6521185789175137,0.6521185789175137,0.05479093262726775,False,3.889111421009111e-08,False,0.05479093262726775,False,['The rate of change is accelerating'],False,False,False,False,accelerating_drift,True,False,0.0,144.0,True,True,True,True
B03-C036,B03,Digital IC,leakage_ua,24.0,24.0,4,10.60525776541306,11.610908968102944,1.005651202689883,0.09482571993390056,0.04054835712908241,-0.004306006332024486,0.4441211226568179,50.0,0.020113024053797657,0.0008109671425816482,-8.612012664048973e-05,0.008882422453136357,0.23221817936205888,38.38909103189705,0.7677818206379411,126.54963313895496,12.323667112403092,dynamic_burn_in,synthetic,0.06161358282445576,0.8804584220413669,0.8804584220413669,0.06789129772655339,False,3.321419494792514e-05,False,0.06789129772655339,False,[],False,False,False,False,intermittent,True,False,72.0,120.0,True,False,True,True
B03-C037,B03,Digital IC,leakage_ua,24.0,24.0,4,10.709388846892127,11.1232889358026,0.4139000889104736,0.038648338838736605,0.009927578528558316,-0.0061590185154382325,0.29399130746065966,50.0,0.008278001778209471,0.0001985515705711663,-0.00012318037030876466,0.005879826149213193,0.222465778716052,38.8767110641974,0.777534221283948,126.43525314951317,13.70258738109178,dynamic_burn_in,synthetic,-0.435802816602747,-0.5574041390468607,0.5574041390468607,0.0500876207632683,False,9.736200303530205e-10,False,0.0500876207632683,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C038,B03,Digital IC,leakage_ua,24.0,24.0,4,12.374394473782537,9.959262682113451,-2.4151317916690864,-0.19517171501086325,-0.10531057293560668,0.000491029349429116,0.9642811115777722,50.0,-0.04830263583338173,-0.0021062114587121336,9.82058698858232e-06,0.019285622231555444,0.19918525364226902,40.04073731788655,0.8008147463577311,125.93504488074763,12.522957357875466,dynamic_burn_in,synthetic,-1.6232145503195463,-5.96865202927854,5.96865202927854,0.9219147824384663,True,0.7879311956428944,True,0.9219147824384663,True,"['Drift is unusually slower than comparable components', 'The rate of change is accelerating']",False,True,True,True,ordinary_noise,False,False,,,False,False,False,False
B03-C039,B03,Digital IC,leakage_ua,24.0,24.0,4,10.415712310956735,11.925248292723559,1.509535981766824,0.14492873235168738,0.059037907903554454,0.0023983679933172373,0.6147536242692418,50.0,0.03019071963533648,0.001180758158071089,4.796735986634475e-05,0.012295072485384837,0.23850496585447117,38.07475170727644,0.7614950341455288,126.40186767558978,14.183898990247716,dynamic_burn_in,synthetic,0.3822680364849211,1.7486738641365647,1.7486738641365647,0.1478800115993766,False,0.0071214287457351064,False,0.1478800115993766,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C040,B03,Digital IC,leakage_ua,24.0,24.0,4,10.803022417769366,20.206770366153723,9.403747948384357,0.8704737974917639,0.3814475045613597,-0.005485703981939888,3.398484199104526,50.0,0.18807495896768714,0.007628950091227193,-0.00010971407963879775,0.06796968398209052,0.40413540732307446,29.793229633846277,0.5958645926769255,125.95906893708755,13.537756423302573,dynamic_burn_in,synthetic,8.830167258568693,16.888089305449995,16.888089305449995,0.9999984667039195,True,0.8740772351648677,True,0.9999984667039195,True,"['Current value is unusually above the batch norm', 'Drift is unusually faster than comparable components']",False,True,True,True,gradual_drift,True,False,0.0,120.0,True,True,True,True
B03-C041,B03,Digital IC,leakage_ua,24.0,24.0,4,10.695298006456351,11.53084596996009,0.835547963503739,0.07812292495256794,0.030679847533168478,-0.0006067067992496421,0.313500429634159,50.0,0.01671095927007478,0.0006135969506633695,-1.2134135984992843e-05,0.006270008592683179,0.23061691939920181,38.46915403003991,0.7693830806007982,127.04014495541877,15.78108369135552,dynamic_burn_in,synthetic,-0.02005789419770962,0.4170619595666441,0.4170619595666441,0.04381655618476194,False,4.058652124828427e-10,False,0.04381655618476194,False,[],False,False,False,False,healthy_stable,False,False,,,False,False,False,False
B03-C042,B03,Digital IC,leakage_ua,24.0,24.0,4,10.362820327462089,9.982186975623609,-0.3806333518384797,-0.03673067174867239,-0.028364378301787254,-0.007103493714627392,0.4471376886318452,50.0,-0.0076126670367695935,-0.0005672875660357451,-0.00014206987429254785,0.008942753772636904,0.1996437395124722,40.017813024376395,0.8003562604875278,125.99092690002915,17.23766492589517,dynamic_burn_in,synthetic,-1.5998297039598877,-2.3554828827473284,2.3554828827473284,0.24149197845197862,False,0.1480471980316894,False,0.24149197845197862,False,[],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C043,B03,Digital IC,leakage_ua,24.0,24.0,4,9.362691504600908,10.96710633153146,1.604414826930551,0.17136256450852058,0.07014145124979686,0.009386938185367955,0.835655978279478,50.0,0.03208829653861102,0.0014028290249959371,0.00018773876370735908,0.01671311956558956,0.2193421266306292,39.03289366846854,0.7806578733693708,126.91277919323839,15.393333042177295,dynamic_burn_in,synthetic,-0.595123155234495,2.2700639137256036,2.2700639137256036,0.22619261232313576,False,0.15610489744545733,False,0.22619261232313576,False,['The rate of change is accelerating'],False,False,False,False,ordinary_noise,False,False,,,False,False,False,False
B03-C044,B03,Digital IC,leakage_ua,24.0,24.0,4,8.756618617357937,9.875228387599874,1.118609770241937,0.12774448895428153,0.04507083456441559,-0.0015987864736562874,0.40689512208439393,50.0,0.022372195404838743,0.0009014166912883118,-3.197572947312575e-05,0.008137902441687878,0.19750456775199748,40.124771612400124,0.8024954322480025,126.75091777414607,14.819497324138144,dynamic_burn_in,synthetic,-1.708937107713584,1.092820787886649,1.708937107713584,0.14294245921419224,False,0.035144846400793205,False,0.14294245921419224,False,[],False,False,False,False,accelerating_drift,True,False,0.0,168.0,True,True,True,True
